questionId,questions,lang
168,Hoeveel werknemers heeft Google?,nl
168,Câți angajați are Google?,ro
169,Did Tesla win a nobel prize in physics?,en
169,Hat Tesla den Nobelpreis für Physik gewonnen?,de
169,¿Obtuvo Tesla el premio nobel de física?,es
169,Tesla ha vinto un premio Nobel per la fisica?,it
169,Tesla a-t-il recu le prix Nobel?,fr
169,Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl
169,A câștigat Tesla un premiu Nobel pentru fizică?,ro
17,Give me all cities in New Jersey with more than 100000 inhabitants.,en
17,"Gib mir alle Städte in New Jersey, die mehr als 100000 Einwohner haben.",de
17,Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,es
17,Dammi tutte le città del New Jersey con più di 100000 abitanti.,it
17,Donnes-moi toutes les villes du New Jersey avec plus de 100000 habitants.,fr
17,Geef alle steden in New Jersey met meer dan 100000 inwoners.,nl
17,Dă-mi toate orașele din New Jersey cu mai mult de 100000 de locuitori.,ro
170,Is Rita Wilson the wife of Tom Hanks?,en
170,Ist Rita Wilson die Frau von Tom Hanks?,de
170,¿Es Rita Wilson la esposa de Tom Hanks?,es
170,Rita Wilson è la moglie di Tom Hanks?,it
170,Rita Wilson est-elle l'épouse de Tom Hanks?,fr
170,Is Rita Wilson de vrouw van Tom Hanks?,nl
170,Este Rita Wilson soția lui Tom Hanks?,ro
171,When was the Statue of Liberty built?,en
171,Wann wurde die Freiheitsstatue erbaut?,de
171,¿Cuándo fue construída la estatua de la libertad?,es
171,Quando è stata costruita la Statua della Libertà?,it
171,Quand a-t-été construit la statue de la liberté?,fr
171,Wanneer werd het Vrijheidsbeeld gebouwd?,nl
171,Când a fost construită Statuia Libertății?,ro
172,In which U.S. state is Fort Knox located?,en
172,In welchem US-Bundesstaat liegt Fort Knox?,de
172,¿En qué estado american se encuentra Fort Knox?,es
172,In quale stato americano si trova Fort Knox?,it
172,Dans quel état américain se trouve Fort Knox?,fr
172,In welke staat van de Verenigde Staten ligt Fort Knox?,nl
172,În ce stat american este situat Fort Knox?,ro
173,How many children did Benjamin Franklin have?,en
173,Wieviele Kinder hatte Benjamin Franklin?,de
173,¿Cuántos hijos tuvo Benjamin Franklin?,es
173,Quanti figli ebbe Benjamin Franklin?,it
173,Combien d'enfants Benjamin Franklin avait-il?,fr
173,Hoeveel kinderen had Benjamin Franklin?,nl
173,Câți copii a avut Benjamin Franklin?,ro
174,When did Michael Jackson die?,en
174,Wann starb Michael Jackson?,de
174,¿Cuándo murió Michael Jackson?,es
174,Quando è morto Michael Jackson?,it
174,Quand mourut Michael Jackson?,fr
174,Wanneer overleed Michael Jackson?,nl
174,Când a murit Michael Jackson?,ro
175,Which Chess players died in the same place they were born in?,en
175,"Welche Schachspieler starben an den gleichen Orten, an denen sie geboren wurden?",de
175,¿Qué jugadores de ajedrez murieron en sus lugares de nacimiento?,es
175,Quali giocatori di scacchi morirono nel loro luogo di nascita?,it
175,Quels joueurs d'échecs moururent dans leur ville de naissance?,fr
175,Welke schakers stierven in hun geboorteplaats?,nl
175,Care jucători de șah au murit în același loc în care s-au născut?,ro
176,List the children of Margaret Thatcher.,en
176,Liste die Kinder von Margaret Thatcher auf.,de
176,Dame una lista de los hijos de Margaret Thatcher.,es
176,Elenca i figli di Margaret Thatcher.,it
176,Donnes-moi tous les enfants de Margaret Thatcher.,fr
176,Noem alle kinderen van Margaret Thatcher.,nl
176,Enumeră copiii lui Margaret Thatcher.,ro
177,Who was called Frank The Tank?,en
177,Wer wurde Frank The Tank genannt?,de
177,¿Quién era llamado Frank The Tank?,es
177,Chi venne chiamato Frank The Tank?,it
177,Qui était surnommé Frank The Tank?,fr
177,Wie werd er Frank The Tank genoemd?,nl
177,Cine era numit Frank The Tank?,ro
178,Was Margaret Thatcher a chemist?,en
178,War Margaret Thatcher Chemikerin?,de
178,¿Fue Margaret Thatcher química?,es
178,Margaret Thatcher era un chimico?,it
178,Margaret Thatcher était-elle une chimiste?,fr
178,Was Margaret Thatcher een chemicus?,nl
178,A fost Margaret Thatcher un chimist?,ro
179,Was Marc Chagall a jew?,en
179,War Marc Chagall ein Jude?,de
179,¿Fué Marc Chagall judío?,es
179,Marc Chagall era ebreo?,it
179,Etait Marc Chagall juif?,fr
179,Was Marc Chagall joods?,nl
179,A fost Marc Chagall un evreu?,ro
18,Which museum exhibits The Scream by Munch?,en
18,In welchem Museum ist Der Schrei von Munch ausgestellt?,de
18,¿En qué museo está expuesto el Grito de Munch?,es
18,In quale museo è esposto l'Urlo di Munch?,it
18,Dans quel musée est exposé Le Cri de Munch?,fr
18,In welk museum hangt De Schreeuw van Munch?,nl
18,În ce muzeu este expus “Strigătul” lui Munch?,ro
180,Give me all books by William Goldman with more than 300 pages.,en
180,Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de
180,Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es
180,Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it
180,Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr
180,Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl
180,Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro
181,Which books by Kerouac were published by Viking Press?,en
181,Welche Bücher von Kerouac wurden von Viking Press verlegt?,de
181,¿Qué libros de Kerouac han sido publicados por Viking Press?,es
181,Quali libri di Kerouac furono pubblicati da Viking Press?,it
181,Quels lives de Kerouac ont été publiés par Viking Press?,fr
181,Welke boeken van Jack Kerouac werden uitgegeven door Viking Press?,nl
181,Ce cărți de Kerouac a fost publicate de Viking Press?,ro
182,Give me a list of all American inventions.,en
182,Gib mir eine Liste aller amerikanischen Erfindungen.,de
182,Dame una lista de todos los inventos americanos.,es
182,Dammi la lista delle invenzioni americane.,it
182,Donnes-moi la liste de toutes les inventions américaines.,fr
182,Geef een lijst van alle Amerikaanse uitvindingen.,nl
182,Dă-mi o listă a tuturor invențiilor americane.,ro
183,How high is the Mount Everest?,en
183,Wie hoch ist der Mount Everest?,de
183,¿Qué alto es el Monte Everest?,es
183,Quanto è alto il Monte Everest?,it
183,Quelle est l'altitude du Mont Everest?,fr
183,Hoe hoog is de Mount Everest?,nl
183,Ce altitudine are muntele Everest?,ro
184,Who created the comic Captain America?,en
184,Wer hat den Comic Captain America erfunden?,de
184,¿Quién creó el comic Capitán América?,es
184,Chi ha creato il fumetto Capitan America?,it
184,Qui a créé la bande dessinée Captain America?,fr
184,Wie schreef het stripverhaal Captain America?,nl
184,Cine a creat banda desenată Captain America?,ro
185,How many people live in the capital of Australia?,en
185,Wieviele Menschen leben in der Hauptstadt Australiens?,de
185,¿Cuánta gente vive en la capital de Australia?,es
185,Quante persone vivono nella capitale dell'Australia?,it
185,Quel est le nombre d'habitants de la capitale de l'Australie?,fr
185,Hoeveel mensen wonen er in de hoofdstad van Australië?,nl
185,Câți oameni locuiesc in capitala Australiei?,ro
186,What is the largest city in Australia?,en
186,Was ist die größte Stadt in Australien?,de
186,¿Cuál es la cuidad más grande de Australia?,es
186,Qual è la città più grande d'Australia?,it
186,Quelle est la plus grande ville d'Australie?,fr
186,Wat is de grootste stad van Australië?,nl
186,Care este cel mai mare oraș din Australia?,ro
187,Who composed the music for Harold and Maude?,en
187,Wer hat die Musik für Harold und Maude komponiert?,de
187,¿Quién compuso la música para Harold y Maude?,es
187,Chi ha composto la musica per Harold e Maude?,it
187,Qui a composé la musique de Harold et Maude?,fr
187,Wie componeerde de muziek voor Harold and Maude,nl
187,Cine a compus coloana sonoră pentru Harold și Maude?,ro
188,Which films starring Clint Eastwood did he direct himself?,en
188,Bei welchen Filmen mit Clint Eastwood hat er selber Regie geführt?,de
188,¿En qué películas con Clint Eastwood están dirigidas por él mismo?,es
188,Quali film con Clint Eastwoon erano diretti da lui stesso?,it
188,Dans quels films de Client Eastwood joue Clint Eastwood?,fr
188,"Welke films waarin Clint Eastwood speelde, werden ook door hem geregisseerd?",nl
188,Ce film în care Clint Eastwood joacă rolul principal a fost regizat de el însuși?,ro
189,In which city was the former Dutch queen Juliana buried?,en
189,In welcher Stadt wurde die ehemalige niederländische Königin Juliana beerdigt?,de
189,¿En qué ciudad fué enterrada la antigua reina de los países bajos Juliana?,es
189,In quale città fu sepolta la precedente regina dei Paesi Bassi Juliana?,it
189,Dans quelle ville a-t-été enterré la reine néerlandaise Juliana?,fr
189,In welke stad is de voormalige Nederlandse koningin Juliana bijgezet?,nl
189,"În ce oraș a fost înmormântată fosta regină a Olandei, Juliana?",ro
19,Is Egypts largest city also its capital?,en
19,Ist Ägyptens größte Stadt auch seine Hauptstadt?,de
19,¿Es la cuidad más grande de Egipto también capital?,es
19,La città più grande dell'Egitto è anche la sua capitale?,it
19,La ville la plus grande de l'Egypte est-elle sa capitale?,fr
19,Is de grootste stad van Egypte ook de hoofdstad?,nl
19,Orașul cel mai mare din EGipt este și capital sa?,ro
190,Where is the residence of the prime minister of Spain?,en
190,Wo wohnt der Premierminister von Spanien?,de
190,¿Dónde vive el primer ministor de España?,es
190,Dove vive il primo ministro della Spagna?,it
190,Où se trouve la résidence du Premier Ministre d'Espagne?,fr
190,Waar woont de premier van Spanje?,nl
190,Unde este reședința primului ministru al Spaniei?,ro
191,Which U.S. state has the abbreviation MN?,en
191,Welcher US-Bundesstaat hat die Abkürzung MN?,de
191,¿Qué estado americano tiene la abreviación MN?,es
191,Quale stato americano è abbreviato MN?,it
191,Quel état americain a l'abréviation MN?,fr
191,Welke staat van de Verenigde Staten heeft de afkorting MN?,nl
191,Care stat American este abreviat MN?,ro
192,Show me all songs from Bruce Springsteen released between 1980 and 1990.,en
192,"Zeige mir alle Lieder von Bruce Springsteen, die zwischen 1980 und 1990 herausgebracht wurden.",de
192,¿Enseñame todas las canciones de Bruce Springsteen que aparecieron entre 1980 y 1990.,es
192,Dammi tutte le canzoni di Bruce Springsteen rilasciate tra il 1980 e il 1990.,it
192,Donnes-moi tous les morceaux de Bruce Springsteen qui ont été publiés entre 1980 et 1990.,fr
192,Geef alle songs van Bruce Springsteen die werden uitgebracht tussen 1980 en 1990.,nl
192,Arată-mi toate melodiile de Bruce Springsten apărute între 1980 și 1990,ro
193,Which movies did Kurosawa direct?,en
193,Welche Filme hat Kurosawa gedreht?,de
193,¿Qué películas ha rodado Kurosawa?,es
193,Che film ha diretto Kurosawa?,it
193,Quels films ont été realisés par Kurosawa?,fr
193,Welke films heeft Kurosawa geregisseerd?,nl
193,Ce filme a regizat Kurosawa?,ro
194,What is the founding year of the brewery that produces Pilsner Urquell?,en
194,"In welchem Jahr wurde die Brauerei gegründet, die Pilsner Urquell herstellt?",de
194,¿En qué año fue fundada la cervecería que produce Pilsner Urquell?,es
194,In che anno è stato fondato il birrificio che produce la Pilsner Urquell?,it
194,Quelle est l'année de fondation de la brasserie qui produit Pilsner Urquell?,fr
194,Wanneer werd de brouwerij opgericht die Pilsner Urquell produceert?,nl
194,Care este anul înființării berăriei ce produce Pilsner Urquell?,ro
195,Who wrote the lyrics for the Polish national anthem?,en
195,Wer schrieb den Text für die polnische Nationalhymne?,de
195,¿Quién escribió el texto del himno de Polonia?,es
195,Chi ha scritto il testo dell'inno nazionale polacco?,it
195,Qui a écrit le texte de l'hymne nationale de la Pologne?,fr
195,Wie schreef het Poolse volkslied?,nl
195,Cine a scris versurile pentru imnul național al Poloniei?,ro
196,Give me all B-sides of the Ramones.,en
196,Gib mir alle B-Seiten der Ramones.,de
196,Dame todas las caras B de los Ramones.,es
196,Dammi tutti i lati B dei Ramones.,it
196,Donnes-moi tous les faces B des Ramones.,fr
196,Geef alle B-kantjes van singles van de Ramones.,nl
196,Dă-mi toate laturile B ale Ramones,ro
197,Who painted The Storm on the Sea of Galilee?,en
197,Wer malte Christus im Sturm auf dem See von Galilea?,de
197,¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,es
197,Chi dipinse il Cristo nella tempesta sul mare di Galilea?,it
197,Qui a peint Christ dans la tempête sur la mer de Galilée?,fr
197,Wie schilderde Christus in de storm op het meer van Galilea?,nl
197,Cine a pictat Furtuna pe Marea Galileii?,ro
198,Which country does the creator of Miffy come from?,en
198,Aus welchem Land kommt der Erfinder von Nijntje?,de
198,¿De qué país viene el creador de Nijntje?,es
198,Da quale stato proviene il creatore di Miffy?,it
198,De quel pays vient le créateur de Miffy?,fr
198,Uit welk land komt de bedenker van Nijntje?,nl
198, Din ce țara provine creatorul Miffy?,ro
199,For which label did Elvis record his first album?,en
199,Welche Plattenfirma hat Elvis' erstes Album aufgenommen?,de
199,¿Qué discográfica grabó el primer album de Elvis?,es
199,Quale casa discografica ha inciso il primo album di Elvis?,it
199,Quel est le label discographe qui a publié le premier disque d'Elvis?,fr
199,Bij welk platenlabel verscheen het eerste album van Elvis Presley?,nl
199,Ce casă discografică a înregistrat primul album al lui Elvis?,ro
2,Give me the birthdays of all actors of the television show Charmed.,en
2,Gib mir die Geburtstage von allen Darstellern der Fernsehserie Charmed.,de
2,Dame los cumpleaños de los actores de la serie de televisión Charmed.,es
2,Dammi le date dei compleanni di tutti gli attori della serie televisiva Charmed.,it
2,Donnes-moi les dates de naissance des acteurs de la série télévisée Charmed.,fr
2,Noem de verjaardag van alle acteurs uit de televisieserie Charmed.,nl
2,Dă-mi zilele de naștere a tuturor actorilor din serialul de televiziune Charmed,ro
20,How many employees does IBM have?,en
20,Wieviele Angestellte hat IBM?,de
20,¿Cuántos empleados tiene IBM?,es
20,Quanti dipendenti ha IBM?,it
20,Combien d'employés a IBM?,fr
20,Hoeveel medewerkers heeft IBM?,nl
20,Câți angajați are IBM?,ro
21,Which states border Illinois?,en
21,Welche Staaten grenzen an Illinois?,de
21,¿Qué estados tienen frontera con Illinois?,es
21,Con quali stati confina l'Illinois?,it
21,Quels sont les états voisins de l'Illinois?,fr
21,Welke staten grenzen aan Illinois?,nl
21,Ce state formează granite cu Illinois?,ro
22,In which country is the Limerick Lake?,en
22,In welchem Land befindet sich der Limerick Lake?,de
22,¿En qué país se encuentra el lago Limerick?,es
22,In quale stato si trova il lago Limerick?,it
22,Dans quel pays se trouve le lac Limerick?,fr
22,In welk land ligt Limerick Lake?,nl
22,În ce țară este lacul Limerick?,ro
23,Which television shows were created by John Cleese?,en
23,Welche Fernsehserien hat John Cleese entworfen?,de
23,¿Qué series televisivas ideó John Cleese?,es
23,Quali serie televisive sono state create dalla John Cleese?,it
23,Quelles séries télevisées ont été créées par John Cleese?,fr
23,Welke televisieseries werden bedacht door John Cleese?,nl
23,Ce seriale de televiziune au fost create de John Cleese?,ro
24,Which mountain is the highest after the Annapurna?,en
24,Was ist der höchste Berg nach dem Annapurna?,de
24,¿Cuál es la montaña más alta después del Annapurna?,es
24,Qual è la montagna più alta dopo l'Annapurna?,it
24,Quelle est la montagne la plus haute après l'Annapurna?,fr
24,Welke berg is na de Annapurna de hoogste berg?,nl
24,Care este cel mai înalt munte după Annapurna?,ro
25,In which films directed by Garry Marshall was Julia Roberts starring?,en
25,"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de
25,¿En qué películas dirigidas por Garry Mashall actuó Julia Roberts?,es
25,In quali film diretti da Garry Marshall recita Julia Roberts?,it
25,Dans quels films dirigés par Garry Marshall joue Julia Roberts?,fr
25,In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?,nl
25,În ce filme regizate de Garry Marsall a jucat Julia Roberts roluri principale?,ro
26,Which bridges are of the same type as the Manhattan Bridge?,en
26,Welche Brücken sind vom gleichen Typ wie die Manhattan Bridge?,de
26,¿Qué puentes son del mismo tipo que el puente de Manhattan?,es
26,Quali ponti sono dello stesso tipo del ponte di Manhattan?,it
26,Quels ponts sont du même type que le pont de Manhattan?,fr
26,Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?,nl
26,Ce poduri sunt de același tip ca cel din Manhattan?,ro
27,Was U.S. president Jackson involved in a war?,en
27,War US-Präsident Jackson in einen Krieg verwickelt?,de
27,¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es
27,Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it
27,Le président Jackson a-t-il participé à une guerre?,fr
27,Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl
27,A fost președintele american Jackson implicat într-un război?,ro
28,Give me all communist countries.,en
28,Gib mir alle kommunistischen Länder.,de
28,Dame todos los países comunistas.,es
28,Dammi tutti i paesi comunisti.,it
28,Donnes-moi tous les pays communistes.,fr
28,Geef alle communistische landen.,nl
28,Dă-mi toate țările comuniste.,ro
29,Which awards did Douglas Hofstadter win?,en
29,Welche Preise hat Douglas Hofstadter gewonnen?,de
29,¿Qué premios ha ganado Douglas Hofstadter?,es
29,Quali premi ha vinto Douglas Hofstadter?,it
29,Quels prix ont été gagnés par Douglas Hofstadter?,fr
29,Welke prijzen heeft Douglas Hofstadter gewonnen?,nl
29,Ce premii a câștigat Douglas Hofstadter?,ro
3,Who is the daughter of Robert Kennedy married to?,en
3,Mit wem ist die Tochter von Robert Kennedy verheiratet?,de
3,¿Con quién está casada la hija de Robert Kennedy?,es
3,Con chi è sposata la figlia di Robert Kennedy?,it
3,Qui est l'époux de la fille de Robert Kennedy?,fr
3,Met wie is de dochter van Robert Kennedy getrouwd?,nl
3,Cu cine este căsătorită fiica lui Robert Kennedy?,ro
30,Which U.S. state has the highest population density?,en
30,Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,de
30,¿Que estado de los estados unidos de america tiene la mayor densidad de población?,es
30,Quale stato americano ha la densità di popolazione maggiore?,it
30,Quel état des Etats-Unis a la plus haute densité de population?,fr
30,Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?,nl
30,Ce stat American are cea mai mare densitate a populației?,ro
31,What is the currency of the Czech Republic?,en
31,Was ist die Währung der Tschechischen Republik?,de
31,¿Cuál es la moneda de la república checa?,es
31,Qual è la valuta della Repubblica Ceca?,it
31,Quel est la devise de la Tchéquie?,fr
31,Wat is de munteenheid van Tsjechië?,nl
31,Care este moneda națională a Cehiei?,ro
32,Which countries adopted the Euro?,en
32,Welche Länder haben den Euro übernommen?,de
32,¿Qué países han introducido el Euro?,es
32,Quali stati hanno introdotto l'Euro?,it
32,Quels pays ont adopté l'Euro?,fr
32,Welke landen hebben de Euro geïntroduceerd?,nl
32,În ce țări a fost introdus euro?,ro
33,What is the area code of Berlin?,en
33,Was ist die Vorwahl von Berlin?,de
33,¿Cuál es el prefijo de Berlin?,es
33,Qual è il prefisso di Berlino?,it
33,Quel est l'indicatif téléphonique de Berlin?,fr
33,Wat is het kengetal van Berlijn?,nl
33,Care este prefixul telephonic pentru Berlin?,ro
34,Which countries have more than two official languages?,en
34,Welche Länder haben mehr als zwei Amtssprachen?,de
34,¿Qué países tienes más de dos lenguas oficiales?,es
34,Quali stati hanno più di due lingue ufficiali?,it
34,Quels pays ont plus de deux langues officielles?,fr
34,Welke landen hebben meer dan twee officiële talen?,nl
34,Ce țări au mai mult de două limbi oficiale?,ro
35,Who is the owner of Rolls-Royce?,en
35,Wem gehört Rolls-Royce?,de
35,¿Quién es el dueño de Rolls-Royce?,es
35,Chi è il proprietario di Rolls-Royce?,it
35,À qui appartient Rolls-Royce?,fr
35,Wie is de eigenaar van Rolls-Royce?,nl
35,Cine este proprietarul Rolls-Royce?,ro
36,Through which countries does the Yenisei river flow?,en
36,Durch welche Länder fließt der Yenisei?,de
36,¿Por qué países fluye el río Yenisei?,es
36,Attraverso quali stati scorre il fiume Yenisei?,it
36,Quels sont les pays traversés par l'Ienisseï?,fr
36,Door welke landen stroomt de Jenisej?,nl
36,Ce țări traversează fluviul Enisei?,ro
37,When did Latvia join the EU?,en
37,Wann ist Lettland der EU beigetreten?,de
37,¿Cuándo ingresó Letonia a la unión europea?,es
37,Quando la Lettonia è entrata nell'Unione Europea?,it
37,Quand est la Lettonie devenue membre de l'Union européene?,fr
37,Wanneer trad Letland toe tot de EU?,nl
37,Când a aderat Letonia la Uniunea Europeană?,ro
38,Which monarchs were married to a German?,en
38,Welche Monarchen waren mit jemand deutschem verheiratet?,de
38,¿Qué monárcas estaban casados con una persona alemana?,es
38,Quali monarchi erano sposati con persone tedesche?,it
38,Quels monarques ont épousé une personne allemande?,fr
38,Welke monarchen waren getrouwd met een Duitser?,nl
38,Ce monarhi au fost căsătoriți cu o persoană germană?,ro
39,When was the Battle of Gettysburg?,en
39,Wann fand die Schlacht von Gettysburg statt?,de
39,¿Cuándo tuvo lugar la batalla de Gettysburg?,es
39,Quando ha avuto luogo la battaglia di Gettysburg?,it
39,Quand se déroula la bataille de Gettysburg?,fr
39,Wanneer was de Slag bij Gettysburg?,nl
39,Când a fost bătălia de la Gettysburg?,ro
4,Which river does the Brooklyn Bridge cross?,en
4,Welchen Fluss überspannt die Brooklyn Bridge?,de
4,¿Por qué río cruza la Brooklyn Bridge?,es
4,Quale fiume attraversa il ponte di Brooklyn?,it
4,Quelle cours d'eau est traversé par le pont de Brooklyn?,fr
4,Welke rivier overspant de Brooklyn Bridge?,nl
4,Ce râu traversează podul din Brooklyn?,ro
40,What is the highest mountain in Australia?,en
40,Was ist der höchste Berg in Australien?,de
40,¿Cuál es la montaña más alta de Australia?,es
40,Qual è la montagna più alta d'Australia?,it
40,Quelle est la plus haute montagne d'Australie?,fr
40,Wat is de hoogste berg van Australië?,nl
40,Care este cel mai înalt munte din Australia?,ro
41,Give me all soccer clubs in Spain.,en
41,Gib mir alle Fußballvereine in Spanien.,de
41,Dame todos los club de fútbol de España.,es
41,Dammi tutti i club calcistici della Spagna,it
41,Donnes-moi tous les clubs de football d'Espagne.,fr
41,Noem alle Spaanse voetbalclubs.,nl
41,Dă-mi toate cluburile de fotbal din Spania,ro
42,What is the official language of Suriname?,en
42,Was ist die Amtssprache Von Surinam?,de
42,¿Cuál es la idioma oficial de Surinam?,es
42,Qual è la lingua ufficiale del Suriname?,it
42,Quelle est la langue officielle du Suriname?,fr
42,Wat is de officiële taal van Suriname?,nl
42,Care este limba oficială din Suriname?,ro
43,Who is the mayor of Tel Aviv?,en
43,Wer ist der Bürgermeister von Tel Aviv?,de
43,¿Quién es el alcalde de Tel Aviv?,es
43,Chi è il sindaco di Tel Aviv?,it
43,Qui est le maire de Tel Aviv?,fr
43,Wie is de burgemeester van Tel Aviv?,nl
43,Cien este primarul din Tel Aviv?,ro
44,Who designed the Brooklyn Bridge?,en
44,Wer hat die Brooklyn Bridge entworfen?,de
44,¿Quién diseñó la Brooklyn Bridge?,es
44,Chi ha progettato il ponte di Brooklyn?,it
44,Qui a conçu le pont de Brooklyn?,fr
44,Wie ontwierp de Brooklyn Bridge?,nl
44,Cine a proiectat podul din Brooklyn?,ro
45,Which telecommunications organizations are located in Belgium?,en
45,Welche Telekommunikationsunternehmen haben ihren Sitz in Belgien?,de
45,¿Qué empresas de telecomunicaciones tienen su sede en Bélgica?,es
45,Quali aziende di telecomunicazione hanno sede in Belgio?,it
45,Quelles agences de télécommunication sont situées en Belgique?,fr
45,Welke telecom-bedrijven zijn gevestigd in België?,nl
45,Ce agenții de telecomunicații sunt localizate în Belgia?,ro
46,Is Frank Herbert still alive?,en
46,Lebt Frank Herbert noch?,de
46,¿Todavía vive Frank Herbert?,es
46,Frank Herbert è ancora vivo?,it
46,Frank Herbert est-il encore en vie?,fr
46,Leeft Frank Herbert nog?,nl
46,Este Frank Herbert încă în viață?,ro
47,What is the highest place of the Urals?,en
47,Was ist die höhchste Stelle des Ural?,de
47,¿Cuál es el punto más alto del montes Urales?,es
47,Qual è il punto più alto del Uràli?,it
47,Quel est l'endroit le plus haut d'Oural?,fr
47,Wat is het hoogste punt van de Oeral?,nl
47,Care este cel mai înalt punct de pe munții Urali?,ro
48,Who is the editor of Forbes?,en
48,Wer ist der Herausgeber von Forbes?,de
48,¿Quién es el editor de Forbes?,es
48,Chi è l'editore di Forbes?,it
48,Qui est le rédacteur en chef de Forbes?,fr
48,Wie is de uitgever van Forbes.,nl
48,Cine este editorul Forbes?,ro
49,Give me all companies in the advertising industry.,en
49,"Gib mir alle Unternehmen, die in der Werbebranche tätig sind.",de
49,Dame todas las empresas publicitarias.,es
49,Dammi tutte le aziende pubblicitarie.,it
49,Donnes-moi toutes les agences de publicité.,fr
49,Noem alle bedrijven die in de reclamebranche actief zijn.,nl
49,Dă-mi toate companiile din industria publicitară.,ro
5,How many countries are there in Europe?,en
5,Wieviele Länder gibt es in Europa?,de
5,¿Cuántos países existen en Europa?,es
5,Quanti stati ci sono in Europa?,it
5,Combien de pays sont-il en Europe?,fr
5,Hoeveel landen zijn er in Europa?,nl
5,Câte țări sunt în Europa?,ro
50,What did Bruce Carver die from?,en
50,Woran ist Bruce Carver gestorben?,de
50,¿De qué murió Bruce Carver?,es
50,Di cosa è morto Bruce Carver?,it
50,Quel est la cause de décès de Bruce Carver?,fr
50,Waaraan overleed Bruce Carver?,nl
50,Din ce cauză a murit Bruce Carver?,ro
51,Give me all libraries established earlier than 1400.,en
51,"Gib mir alle Bibliotheken, die vor 1400 gegründet worden.",de
51,Dame todas las bibliotecas que fueron establecidas antes de 1400.,es
51,Dammi tutte le biblioteche fondate prima del 1400.,it
51,Donnes-moi toutes les bibliothèques établies avant 1400.,fr
51,Geef me alle bibliotheken die voor 1400 werden opgericht.,nl
51,Dă-mi tote bibliotecile înființate înainte de 1400,ro
52,Which presidents were born in 1945?,en
52,Welche Präsidenten wurden 1945 geboren?,de
52,¿Qué presidentes nacieron en 1945?,es
52,Quali presidenti sono nati nel 1945?,it
52,Quels présidents sont nés en 1945?,fr
52,Welke presidenten werden geboren in 1945?,nl
52,Ce președinți au fost născuți în 1945,ro
53,Give me all federal chancellors of Germany.,en
53,Gib mir alle Bundeskanzler.,de
53,Dame todos los cancilleres alemanos.,es
53,Dammi tutti i cancellieri tedeschi.,it
53,Donnes-moi tous les chancelièrs allemands.,fr
53,Noem alle Duitse bondskanseliers.,nl
53,Dă-mi toți cancelarii federali ai Germaniei,ro
54,Who was the wife of U.S. president Lincoln?,en
54,Wer war die Frau von US-Präsident Lincoln?,de
54,¿Quién fué la mujer del presidente americano Lincoln?,es
54,Chi era la moglie del presidente degli Stati Uniti Lincoln?,it
54,Qui était l'épouse du président américain Lincoln?,fr
54,Wie was de vrouw van de Amerikaanse president Lincoln?,nl
54,Cine a fost soția președintelui American Lincoln?,ro
55,Who developed the video game World of Warcraft?,en
55,Wer hat das Videospiel World of Warcraft entwickelt?,de
55,¿Quién desarrolló el videojuego Warcraft?,es
55,Chi ha creato il videogioco World of Warcraft?,it
55,Qui a développé World of Warcraft?,fr
55,Wie heeft het videospel World of Warcraft ontwikkeld?,nl
55,Cine a dezvoltat jocul video World of Warcraft?,ro
56,What is the official website of Tom Cruise?,en
56,Was ist die offizielle Website von Tom Cruise?,de
56,¿Cuál el la página de Web oficial de Tom Cruise?,es
56,Qual è il sito internet ufficiale di Tom Cruise?,it
56,Quel est le site web officiel de Tom Cruise?,fr
56,Wat is de officiële website van Tom Cruise?,nl
56,Care este website-ul oficial al lui Tom Cruise?,ro
57,List all episodes of the first season of the HBO television series The Sopranos.,en
57,Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de
57,Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es
57,Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos.,it
57,Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr
57,Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl
57,Listează toate episodele din primul sezon al serialului HBO de televiziune The Sopranos,ro
58,Who produced the most films?,en
58,Wer hat die meisten Filme produziert?,de
58,¿Quién ha producido más películas?,es
58,Chi ha prodotto più film?,it
58,Qui a produit le plus de films?,fr
