input_lang,output_lang
Which types of grapes grow in Oregon?,Welke soorten druiven groeien in Oregon?
Who is starring in Spanish movies produced by Benicio del Toro?,Wie speeld in Spaanse films geproduceerd door Benicio del Toro?
Who is the manager of Real Madrid?,Wie is de algemeen directeur van Real Madrid?
Give me the currency of China.,Wat is de munteenheid van China?
Which movies starring Mickey Rourke were directed by Guy Ritchie?,Welke films met Mickey Rourke werden geregisseerd door Guy Ritchie?
Is Darth Vader Luke’s father?,Is Darth Vader de vader van Luke?
How many companies were founded by the founder of Facebook?,Hoeveel bedrijven werden opgericht door de oprichter van Facebook?
How many companies were founded in the same year as Google?,Hoeveel bedrijven werden opgericht in hetzelfde jaar als Google?
Which subsidiary of TUI Travel serves both Glasgow and Dublin?,Welke dochteronderneming van TUI Travel bedient zowel Glasgow en Dublin?
How many airlines are members of the Star Alliance?,Hoeveel luchtvaartmaatschappijen zijn lid van Star Alliance?
Give me all spacecrafts that flew to Mars.,Geef alle ruimtetuigen die naar Mars werden gestuurd.
Which musician wrote the most books?,Welke musicus schreef de meeste boeken?
Show me everyone who was born on Halloween.,Geef een lijst met iedereen die op Halloween is geboren.
Give me all Swiss non-profit organizations.,Noem alle Zwitserse organisaties zonder winstoogmerk.
In which country is Mecca located?,In welk land ligt Mekka?
What is the net income of Apple?,Wat is het nettowinst van Apple?
What does the abbreviation FIFA stand for?,Waarvoor staat de afkorting FIFA?
When did the Ming dynasty dissolve?,Wanneer werd de Ming-dynastie beëindigd?
Which museum in New York has the most visitors?,Welk museum in New York heeft de meeste bezoekers?
Is Lake Baikal bigger than the Great Bear Lake?,Is het Baikalmeer groter dan het Groot Berenmeer?
Desserts from which country contain fish?,Nagerechten uit welke landen bevatten vis?
What is the highest mountain in Italy?,Wat is de hoogste berg in Italië?
Where did the architect of the Eiffel Tower study?,Waar heeft de architect van de Eiffeltoren gestudeerd?
Which Greek parties are pro-European?,Welke Griekse partijen zijn pro-Europees?
What is the height difference between Mount Everest and K2?,Wat is de hoogteverschil tussen Mount Everest en K2?
Who is the mayor of Rotterdam?,Wie is de burgemeester van Rotterdam?
In which city were the parents of Che Guevara born?,In welke stad zijn de ouders van Che Guevara geboren?
How high is the lighthouse in Colombo?,Hoe hoog is de vuurtoren van Colombo?
Are Taiko a kind of Japanese musical instruments?,Zijn Taiko een soort Japanse musiekinstrumenten?
How many ethnic groups live in Slovenia?,Hoeveel etnische groepen leven in Slovenië?
List the seven kings of Rome.,Geef de seven koningen van Rome.
Who were the parents of Queen Victoria?,Wie waren de ouders van Koningin Victoria?
Who is the heaviest player of the Chicago Bulls?,Wie is de zwaarste speler van de Chicago Bulls?
Which volcanos in Japan erupted since 2000?,Welke Japanse vulkanen zijn uitgebarsten sinds 2000?
Who is the tallest basketball player?,Wie is de grootste basketballer?
Who is the host of the BBC Wildlife Specials?,Wie is de presentator van de BBC Wildlife Specials?
In what city is the Heineken brewery?,In welke stad bevindt zich de Heineken brouwerij?
When did Operation Overlord commence?,Wanneer vond Operatie Overlord plaats?
Who developed Slack?,Wie ontwikkelde Slack?
How many seats does the home stadium of FC Porto have?,Hoeveel plaatsen heeft het stadion van FC Porto?
Who discovered Ceres?,Wie ontdekte Ceres?
What is the largest country in the world?,Wat is het grootse land ter wereld?
Who is the mayor of Paris?,Wie is de burgemeester van Parijs?
Who is the coach of Ankara's ice hockey team?,Wie is de coach van het ijshockey team van Ankara.
How much did the Lego Movie cost?,Hoveel heeft de Lego Movie gekost?
Where does Piccadilly start?,Waar begint Piccadilly?
How many people live in Poland?,Hoeveel mensen wonen er in Polen?
Who created Family Guy?,Wie heeft Family Guy bedacht?
Who wrote the song Hotel California?,Wie schreef het lied Hotel California?
What is in a chocolate chip cookie?,Wat heb je nodig voor chocolate chip cookies?
Does Neymar play for Real Madrid?,Speelt Neymar bij Real Madrid?
Which computer scientist won an oscar?,Welke informaticus won een Oscar?
Who played Gus Fring in Breaking Bad?,Wie speelt Gus Fring in Breaking Bad?
In which ancient empire could you pay with cocoa beans?,In welke oude imperium kon je met cacaobonen betalen?
Which electronics companies were founded in Beijing?,Welke elektronica bedrijven zijn opgericht in Peking?
What is the capital of Cameroon?,Wat is de hoofdstad van Kameroen?
What is Batman's real name?,Wat is de echte naam van Batman?
What form of government does Russia have?,Welke regeringsvorm heeft Rusland?
Which Indian company has the most employees?,Welke Indiase bedrijf heeft de meeste werknemers?
What color expresses loyalty?,Welke kleur staat voor loyaliteit?
Who is the president of Eritrea?,Wie is de president van Eritrea?
Which films did Stanley Kubrick direct?,Hoveel films heeft Stanley Kubrick geregisseerd?
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,Welke dochteronderneming van Lufthansa bedient zowel Dortmund en Berlin Tegel?
Who was the successor of John F. Kennedy?,Wie was de opvolger van John F. Kennedy?
Who composed the soundtrack for Cameron's Titanic?,Door wie is de filmmuziek van Camerons Titanic geschreven?
In which time zone is Rome?,In welke tijdzone zit Rome?
Who are the developers of DBpedia?,Wie heeft DBpedia ontwikkeld?
Who is the king of the Netherlands?,Wie is de koning van Nederland?
In which city did Nikos Kazantzakis die?,In welke stad is Nikos Kazantzakis overleden?
Give me a list of all critically endangered birds.,Geef een lijst met alle ernstig bedreigde vogelsoorten.
Which companies produce hovercrafts?,Welke bedrijven produceren hovercrafts?
Did Elvis Presley have children?,Had Elvis Presley kinderen?
In which city was the president of Montenegro born?,In welke stad is de president van Montenegro geboren?
Which country was Bill Gates born in?,In welke land is Bill Gates geboren?
In which countries do people speak Japanese?,In welke landen wordt Japans gesproken?
What was the first Queen album?,Wat was het eerste Queen-album?
What country is Sitecore from?,Uit welke land komt Sitecore?
Whom did Lance Bass marry?,Wie heeft Lance Baas getrouwd?
Who was Vincent van Gogh inspired by?,Wie heeft van Gogh geinspireerd?
Who wrote the Game of Thrones theme?,Wie heeft de titelmuziek van Game of Thrones gekomponeerd?
When did Boris Becker end his active career?,Wanneer stopte Boris Becker zijn actieve loopbaan?
To which party does the mayor of Paris belong?,Tot welke partij behoort de burgemeester van Parijs?
Who was the doctoral supervisor of Albert Einstein?,Wie was de promotor van Albert Einsteins doctoraatsonderzoek?
In which city does Sylvester Stallone live?,In welke stad woont Sylvester Stallone?
Who is the son of Sonny and Cher?,Wie is de zoon van Sonny en Cher?
In which city are the headquarters of the United Nations?,In welke stad bevindt zich het hoofdkwartier van de Verenigde Naties?
Show me Hemingway's autobiography.,Toen de autobiografie van Hemmingway.
Did Kaurismäki ever win the Grand Prix at Cannes?,Heeft Kaurismäki ooit de Grand Prix op het filmfestival van Cannes gewonnen?
Where is Syngman Rhee buried?,Waar ligt Syngman Rhee begraven?
Show me all books in Asimov's Foundation series.,Toon alle boeken die bij de Foundation-serie horen.
How high is the Yokohama Marine Tower?,Hoe hoog is de Yokohama Marine Tower?
Does the new Battlestar Galactica series have more episodes than the old one?,Heeft de nieuwe Battlestar Galactica-serie meer afleveringen dan de oude?
What is the biggest stadium in Spain?,Wat is het grootste stadion van Spanje?
Which professional surfers were born on the Philippines?,Welke professionele surfers werden geboren op de Filipijnen?
What are the five boroughs of New York?,Wat zijn de fijv wijken van New York?
When did princess Diana die?,Wanneer is prinses Diana overleden?
Are there any castles in the United States?,
Can you find frescoes in Crete?,
Do Urdu and Persian have a common root?,
Does the Ford Motor Company have a manufacturing plant in Malaysia?,
How many years was the Ford Model T manufactured?,
Give me all gangsters from the prohibition era.,
Give me all Seven Wonders of the Ancient World.,
Give me all chemical elements.,
How many rivers and lakes are in South Carolina?,
How many states are in Mexico?,
How many theories did Albert Einstein come up with?,
Is horse racing a sport?,
Is Pluto really a planet?,
Was Sigmund Freud married?,
What form of government is found in South Africa?,
What is the largest state in the United States?,
What is the longest river in the world?,
Which building after the Burj Khalifa has the most floors?,
What is the wavelength of indigo?,
What was the name of the famous battle in 1836 in San Antonio?,
What were the names of the three ships used by Columbus?,
When did Muhammad die?,
When was the De Beers company founded?,
When was John Adams born?,
Which American presidents were in office during the Vietnam War?,
Which city has the oldest running metro?,
Which holidays are celebrated around the world?,
Who assassinated President McKinley?,
Who discovered Pluto?,
Who killed Caesar?,
Who was buried in the Great Pyramid of Giza?,
Who was the first King of England?,
What was the final result of the War of the Roses?,
Who writes the Farmers' Almanac?,
How big is the earth's diameter?,
How many people live in Eurasia?,
Give me the runtime of Toy Story.,
What was the first name of the band Queens of the Stone Age?,
Give me the birth place of Frank Sinatra.,
Which university did Angela Merkel attend?,
List all boardgames by GMT.,Lijst alle bordspellen door GMT. 
Who developed Skype?,Wie ontwikkelde Skype? 
Which people were born in Heraklion?,Welke mensen waren geboren in Heraklion? 
In which U.S. state is Area 51 located?,In welke US staat is Gebied 51 gelegen? 
Where did Abraham Lincoln die?,Waar deed Abraham Lincoln het? 
Give me all actors starring in movies directed by and starring William Shatner.,Geef alle acteurs van films waar William Shatner de regie van voerde en in meespeelde.
Which movies starring Brad Pitt were directed by Guy Ritchie?,Welke films met Brad Pitt werden geregisseerd door Guy Ritchie?
Give me the Apollo 14 astronauts.,Geef de astronauten van Apollo 14.
Who wrote the book The pillars of the Earth?,Wie schreef de boek De pijlers van de Aarde? 
Which state of the United States of America has the highest density?,Welke staat van de Verenigd Staten van Amerika heeft de hoogst dichtheid? 
Which spaceflights were launched from Baikonur?,Welke ruimtevluchten werden gestart vanuit Baikonur?
Give me a list of all trumpet players that were bandleaders.,Geef me een lijst van alle trompettisten die bandleider waren.
Which U.S. states are in the same timezone as Utah?,Welke staten van de Verenigde Staten liggen in dezelfde tijdzone als Utah?
Show me all museums in London.,Toen alle museums in Londen.
Show me all basketball players that are higher than 2 meters.,Toen alle basketbalspelers die grooter zijn dan 2 meter.
What movies does Jesse Eisenberg play in?,In welke films speelt Jesse Eisenberg?
What kind of music did Lou Reed play?,Welke soort muziek heeft Lou Reed gemaakt?
Where do the Red Sox play?,Waar spelen de Red Sox?
How many movies did Park Chan-wook direct?,Hoeveel films heeft Park Chan-wook geregisseerd?
Which movies star both Liz Taylor and Richard Burton?,In welke films spelen zowel Liz Taylor als Richard Burton mee?
Which writers studied in Istanbul?,Welke schrijvers hebben in Istanbul gestudeerd?
What other books have been written by the author of The Fault in Our Stars?,Wat anders boeken hebben geweest geschreven door de auteur van De fout in Onze Stars? 
What is the smallest city by area in Germany?,Wat is de kleinste stad door Gebied in Duitsland? 
What is the largest city in america?,Wat is de De grootste stad in Amerika? 
What is the alma mater of the chancellor of Germany Angela Merkel?,Wat is de alma mater van de kanselier van Duitsland Angela Merkel? 
Where is the birthplace of Goethe?,Waar is de geboorteplaats van Goethe? 
What is the highest mountain in Saxony Germany?,Wat is de hoogst berg- in Saksen Duitsland? 
Who is the current federal minister of finance in Germany?,Wie is de actueel federaal minister van financiën in Duitsland? 
In which state Penn State University is located?,In welke staat Penn Staat Universiteit is gelegen? 
How large is the area of UK?,Hoe groot is de Gebied van UK? 
how much is the elevation of Düsseldorf Airport ?,hoe veel is de verhoging van Düsseldorf Luchthaven ? 
How much is the population of mexico city ?,Hoe veel is de bevolking van Mexico stad ? 
when was the founding date of french fifth republic?,wanneer was de oprichten datum van Frans vijfde republiek? 
When was the last episode of the TV series Friends aired?,Wanneer was de laatste aflevering van de TV serie vrienden uitgezonden? 
Who is 8th president of US?,Wie is 8ste president van ONS? 
how much is the total population of  european union?,hoe veel is de totaal bevolking van Europese unie? 
What is the birth name of Adele?,Wat is de geboorte naam van Adele? 
What is the population of Cairo?,Wat is de bevolking van Cairo? 
What is the last work of Dan Brown?,Wat is de laatste werk van en Bruin? 
Where is Sungkyunkwan University?,Waar is Sungkyunkwan Universiteit? 
Who is the author of the interpretation of dreams?,Wie is de auteur van de interpretatie van dromen? 
When was the death  of  Shakespeare?,Wanneer was de dood van Shakespeare? 
Where is the origin of Carolina reaper?,Waar is de oorsprong van Carolina maaimachine? 
Which species does an elephant belong?,Welke soorten doet een olifant behoren? 
With how many countries Iran has borders?,Met hoe veel landen Ik rende heeft grenzen? 
how big is the total area of North Rhine- Westphalia?,hoe groot is de totaal Gebied van noorden Rijn Westfalen? 
What is Donald Trump's main business?,Wat is Donald Trump hoofd bedrijf? 
When will start the final match of the football world cup 2018?,Wanneer zullen begin de laatste bij elkaar passen van de voetbal wereld- kop 2018? 
how much is the population  Iraq?,hoe veel is de bevolking Irak? 
how much is the population densty rank of germany?,hoe veel is de bevolking dichtheid rang van Duitsland? 
Who are the writers of the Wall album of Pink Floyd?,Wie zijn de schrijvers van de Muur album van Roze Floyd? 
