input_lang,output_lang
Who is the manager of Real Madrid?,Qui est le manageur de Real Madrid?
Give me the currency of China.,Doone-moi la monnaie chinoise.
Which movies starring Mickey Rourke were directed by Guy Ritchie?,Quels films avec Mickey Rourke furent dirigés par Guy Richtie?
Is Darth Vader Luke’s father?,Est-ce que Darth Vader le père de Luke?
How many companies were founded by the founder of Facebook?,Combien de companies ont été fondées par le fondateur de Facebook?
How many companies were founded in the same year as Google?,Combien de companies ont été fondées la même année que Google?
Which subsidiary of TUI Travel serves both Glasgow and Dublin?,Quelle subsidiaire de TUI Travel vole sur Glasgow et Dublin?
How many airlines are members of the Star Alliance?,Combien de companies aériennes sont membres de Star Alliance?
Give me all spacecrafts that flew to Mars.,Donne-moi tous les vaisseaux spatiaux qui ont volé pour Mars.
Which musician wrote the most books?,Quel musicien a écrit le plus de livres?
Show me everyone who was born on Halloween.,Donne-moi toutes les personnes nées à Haloween.
Give me all Swiss non-profit organizations.,Donne-moi toutes les associations à but non lucratif suisses.
In which country is Mecca located?,Dans quel pays se trouve Mecca?
What is the net income of Apple?,Quel est le revenu net de Apple?
What does the abbreviation FIFA stand for?,Que signifie l'acronyme FIFA?
When did the Ming dynasty dissolve?,Quand se termina la dynastie Ming?
Which museum in New York has the most visitors?,Quel musée de New York a le plus de visiteurs?
Is Lake Baikal bigger than the Great Bear Lake?,Le lac Baïkal est-il plus grand que le Grand lac de l'Ours?
Desserts from which country contain fish?,Donne-moi les pays dont les desserts contiennent du poisson.
What is the highest mountain in Italy?,Quelle est la plus haute montagne d'Italie?
Where did the architect of the Eiffel Tower study?,Ou a étudié l'architecture de la Tour Eiffel?
Which Greek parties are pro-European?,Quels partis grecs sont pro-Européens?
What is the height difference between Mount Everest and K2?,Quel est la différence de hauteur entre le Mont Everest et le mont K2?
Who is the mayor of Rotterdam?,Qui est le maire de Rotterdam?
In which city were the parents of Che Guevara born?,Dans quelle sont nés les parents de Che Guevara?
How high is the lighthouse in Colombo?,Quelle est la hauteur du phare de Colombo?
Are Taiko a kind of Japanese musical instruments?,Les taiko sont-ils des intstruments de musique japonais?
How many ethnic groups live in Slovenia?,Combien de groupes ethniques vivent en Slovénie?
List the seven kings of Rome.,Donne-moi les sept rois de Rome.
Who were the parents of Queen Victoria?,Donne-moi les parents de la reine Victoria.
Who is the heaviest player of the Chicago Bulls?,Quel joueur des Chicago Bulls pèse le plus?
Which volcanos in Japan erupted since 2000?,Quels volcans japonais sont entrés en éruption depuis l'an 2000?
Who is the tallest basketball player?,Quel est le plus grand joueur de basket?
Who is the host of the BBC Wildlife Specials?,Qui est le présentateur de BBC Wildlife Specials?
In what city is the Heineken brewery?,Dans quelle ville se trouve la brasserie de Heineken?
When did Operation Overlord commence?,Quand a commencé l'opération Overlord?
Who developed Slack?,Qui est le développeur de Slack?
How many seats does the home stadium of FC Porto have?,Quel est le nombre de sièges dans le stade de FC Porto?
Who discovered Ceres?,Qui a découvert Cérès?
What is the largest country in the world?,Quel est le pays le plus grand du monde?
Who is the mayor of Paris?,Qui est le maire de Paris?
Who is the coach of Ankara's ice hockey team?,Qui est le coach de l'équipe d'hockey sur glace d'Ankara?
How much did the Lego Movie cost?,Combien a coûté le film de Légo
Where does Piccadilly start?,Où commence Piccadilly?
How many people live in Poland?,Combien de personnes vivent en Pologne?
Who created Family Guy?,Qui est le créateur de Family Guy?
Who wrote the song Hotel California?,Qui a composé la chanson Hotel California?
What is in a chocolate chip cookie?,Quels sont les ingrédients d'un cookie au chocolat
Does Neymar play for Real Madrid?,Est-ce que Neymar joue pour Madrid?
Which computer scientist won an oscar?,Quel informaticien a gagné un Oscar?
When did the Ming dynasty dissolve?,Quand la dynastie Ming s'est-elle dissoute?
Who played Gus Fring in Breaking Bad?,Qui joua Gus Fring dans Breaking Bad?
In which ancient empire could you pay with cocoa beans?,Dans quel empire ancien payait-on avec des fèves de cacao?
Which electronics companies were founded in Beijing?,Quelles sont les companies d'électronique fondées à Beijing?
What is the capital of Cameroon?,Quelle est la capitale du Cameroun?
What is Batman's real name?,Quel est le vrai nom de Batman?
What form of government does Russia have?,Quelle est la forme de gouvernement de la Russie?
Which Indian company has the most employees?,Quelle companie indienne a le plus d'employés?
What color expresses loyalty?,Quelle couleur exprime la loyalité?
Who is the president of Eritrea?,Qui est le président de l'Érytrée?
Which films did Stanley Kubrick direct?,Quels films ont été dirigés par Stanley Kubrick?
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,Quelle subsidiaire de Lufhansa vole sur Dortmund et Berlin Tegel?
Who was the successor of John F. Kennedy?,Qui était le successeur de John F. Kennedy?
Who composed the soundtrack for Cameron's Titanic?,Qui a composé le soundtrack du Titanic de Cameron?
In which time zone is Rome?,Quelle est la zone horaire de Rome?
Who are the developers of DBpedia?,Qui sont les développeurs de DBpedia?
Who is the king of the Netherlands?,Qui est le roi des Pays-Bas?
In which city did Nikos Kazantzakis die?,Dans quelle ville est mort Kazantsakis?
Give me a list of all critically endangered birds.,Donnes-moi la liste des oiseaux en voie de disparition.
Which companies produce hovercrafts?,Quelles companies produisent des aéroglisseurs?
Did Elvis Presley have children?,Elvis Presley a-t-il eu des enfants?
In which city was the president of Montenegro born?,Quelle est la ville de naissance du président du Monténégro?
Which country was Bill Gates born in?,Quel est l'état de naissance de Bill Gates?
In which countries do people speak Japanese?,Dans quels pays parle-t-on japonais?
What was the first Queen album?,Quel est le premier album de Queen?
What country is Sitecore from?,Quel est le pays d'origine de Sitecore?
Whom did Lance Bass marry?,Qui est l'épouse de Lance Bass?
Who was Vincent van Gogh inspired by?,Qui a inspiré Victor van Gogh?
Who wrote the Game of Thrones theme?,Qui a écrit le thème de Game of Thrones?
When did Boris Becker end his active career?,Quelle est la date de terminaison de la carrière de Boris Becker?
To which party does the mayor of Paris belong?,Quel est le parti politique du maire de Paris?
Who was the doctoral supervisor of Albert Einstein?,Qui était le directeur de thèse d'Albert Einstein
In which city does Sylvester Stallone live?,Dans quelle ville vit Sylvester Stallone?
Who is the son of Sonny and Cher?,Qui est le fils de Sonny et Cher?
In which city are the headquarters of the United Nations?,Dans quelle ville se trouvé les quartiers généraux des Nations Unies?
Show me Hemingway's autobiography.,Montre l'autobiographie de Hemingway.
Who were the parents of Queen Victoria?,Qui étaient les parents de la reine Victoria?
Is Lake Baikal bigger than the Great Bear Lake?,Est-ce que Lake Baikal est plus grand que le Great Bear Lake?
Did Kaurismäki ever win the Grand Prix at Cannes?,A Kaurismäki gagné le Grand Prix de Cannes?
Where is Syngman Rhee buried?,Où est enterré Syngman Rhee?
Show me all books in Asimov's Foundation series.,Montres-moi tous les livres du Cycle de Fondation d'Asimov.
How high is the Yokohama Marine Tower?,Quelle est la hauteur de la tour de Yokohama?
Does the new Battlestar Galactica series have more episodes than the old one?,A la nouvelle série de Battlestar Galactica plus d'épisodes que l'ancienne?
What is the biggest stadium in Spain?,Quel est le plus grand stade d'Espagne?
Which professional surfers were born on the Philippines?,Quels surfeurs professionels sont nés aux Philippines?
What are the five boroughs of New York?,Donne-moi cinq quartiers de New York.
When did princess Diana die?,Donne moi la date de décès de Princesse Diana.
Are there any castles in the United States?,Y a-t-il des châteaux aux États-Unis?
Can you find frescoes in Crete?,Peut-on trouver des fresques en Crète?
Do Urdu and Persian have a common root?,Est-ce que l'ourdou et le persan ont une origine commune?
Does the Ford Motor Company have a manufacturing plant in Malaysia?,Est-ce que Ford possède une usine en Malaisie?
How many years was the Ford Model T manufactured?,Pendant combien d'années la Ford T a-t-elle été fabriquée?
Give me all gangsters from the prohibition era.,Donnez-moi le nom de tous les gangsters de la Prohibition.
Give me all Seven Wonders of the Ancient World.,Donnez-moi le nom des Sept Merveilles du Monde antique.
Give me all chemical elements.,Donnez-moi le nom de tous les éléments chimiques.
How many rivers and lakes are in South Carolina?,Combien de rivières et de lacs y a-t-il en Caroline du Sud?
How many states are in Mexico?,Combien d'états y a-t-il au Mexique?
How many theories did Albert Einstein come up with?,Combien de théories a Albert Einstein formulé?
Is horse racing a sport?,Est-ce que les courses hippiques sont un sport?
Is Pluto really a planet?,Est-ce que Pluton est réellement une planète?
Was Sigmund Freud married?,Est-ce que Sigmund Freud était marié?
What form of government is found in South Africa?,Quelle forme de gouvernement y a-t-il en Afrique du Sud?
What is the largest state in the United States?,Quel est le plus grand état des États-Unis?
What is the longest river in the world?,Quelle est la rivière la plus longue au monde?
Which building after the Burj Khalifa has the most floors?,Quel édifice a le plus grand nombre d'étages après le Burj Khalifa?
What is the wavelength of indigo?,Quelle est la longueur d'onde de l'indigo?
What was the name of the famous battle in 1836 in San Antonio?,Quel est le nom de la célèbre bataille de San Antonio en 1836?
What were the names of the three ships used by Columbus?,Quels sont les noms des trois bateaux utilisés par Colomb?
When did Muhammad die?,Quand est mort Mahomet?
When was the De Beers company founded?,Quand a été fondée la société De Beers?
When was John Adams born?,Quand est né John Adams?
Which American presidents were in office during the Vietnam War?,Quels présidents américains étaient au pouvoir pendant la guerre du Vietnam?
Which city has the oldest running metro?,Quelle ville a le plus vieux métro en fonction?
Which holidays are celebrated around the world?,Quelles fêtes sont célébrées autour du monde?
Who assassinated President McKinley?,Qui a assassiné le président McKinley?
Who discovered Pluto?,Qui a découvert Pluton?
Who killed Caesar?,Qui a tué César?
Who was buried in the Great Pyramid of Giza?,Qui est enterré dans la grande pyramide de Gizeh?
Who was the first King of England?,Qui était le premier roi d'Angleterre?
What was the final result of the War of the Roses?,Quel a été le résultat final de la Guerre des Rose?
Who writes the Farmers' Almanac?,Qui écrit l'Almanach des fermiers?
How big is the earth's diameter?,Quelle est la longueur du diamètre de la Terre?
How many people live in Eurasia?,Combien de personnes vivent en Eurasie?
Give me the runtime of Toy Story.,Donnez-moi la durée de Toy Story.
What was the first name of the band Queens of the Stone Age?,Quel était le premier nom du groupe Queens of the Stone Age?
Give me the birth place of Frank Sinatra.,Donnez-moi le lieu de naissance de Frank Sinatra.
Which university did Angela Merkel attend?,Quelle université a Angela Merkel fréquenté?
List all boardgames by GMT.,liste tout jeux de plateau par GMT. 
Who developed Skype?,Qui développé Skype? 
Which people were born in Heraklion?,Lequel gens étaient née dans Héraklion? 
In which U.S. state is Area 51 located?,Dans lequel US Etat est Région 51 situé? 
Where did Abraham Lincoln die?,Où fait Abraham Lincoln le? 
Give me all actors starring in movies directed by and starring William Shatner.,Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner et dans lesquels il aussi joué.
Which movies starring Brad Pitt were directed by Guy Ritchie?,Quels films avec Brad Pitt furent dirigés par Guy Richtie?
Give me the Apollo 14 astronauts.,Donnes-moi tous les astronautes d'Apollo 14.
Who wrote the book The pillars of the Earth?,Qui a écrit la livre le piliers de la Terre? 
Which state of the United States of America has the highest density?,Lequel Etat de la Uni États de Amérique a la le plus élevé densité? 
Which spaceflights were launched from Baikonur?,Quels navettes spatiales ont été lancées de Baikonur?
Give me a list of all trumpet players that were bandleaders.,Donne-moi une liste de tous les trompettistes qui étaient chefs d'orchestre.
Which U.S. states are in the same timezone as Utah?,Quels états américains sont dans le même fuseau horaire que l'Utah?
Show me all museums in London.,Montre-moi tous les musées de Londres.
Show me all basketball players that are higher than 2 meters.,Donnes-moi tous les joueurs de basketball qui ont au moins 2 mètres de taille.
What movies does Jesse Eisenberg play in?,Dans quels films joue Jesse Eisenberg?
What kind of music did Lou Reed play?,Quelle est le genre de musique joué par Lou Reed?
Where do the Red Sox play?,Où jouent les Red Sox?
How many movies did Park Chan-wook direct?,Combien de films ont été dirigé par Park Chan-wook?
Which movies star both Liz Taylor and Richard Burton?,Dans quels films jouent Liz Taylor et Richard Burton?
Which writers studied in Istanbul?,Quels écrivains ont étudié à Istanbul?
What other books have been written by the author of The Fault in Our Stars?,Quelle autre livres avoir été écrit par la auteur de le Faute dans Notre Étoiles? 
What is the smallest city by area in Germany?,Quelle est la le plus petit ville par région dans Allemagne? 
What is the largest city in america?,Quelle est la plus grand ville dans Amérique? 
What is the alma mater of the chancellor of Germany Angela Merkel?,Quelle est la alma mater de la chancelier de Allemagne Angela Merkel? 
Where is the birthplace of Goethe?,Où est la Lieu de naissance de Goethe? 
What is the highest mountain in Saxony Germany?,Quelle est la le plus élevé Montagne dans Saxe Allemagne? 
Who is the current federal minister of finance in Germany?,Qui est la actuel fédéral ministre de la finance dans Allemagne? 
In which state Penn State University is located?,Dans lequel Etat Penn Etat Université est situé? 
How large is the area of UK?,Comment grand est la région de ROYAUME-UNI? 
how much is the elevation of Düsseldorf Airport ?,Comment beaucoup est la élévation de Düsseldorf Aéroport ? 
How much is the population of mexico city ?,Comment beaucoup est la population de Mexique ville ? 
when was the founding date of french fifth republic?,quand était la fonder rendez-vous amoureux de français cinquième république? 
When was the last episode of the TV series Friends aired?,Quand était la dernier épisode de la la télé séries copains aéré? 
Who is 8th president of US?,Qui est 8ème Président de NOUS? 
how much is the total population of  european union?,Comment beaucoup est la total population de européen syndicat? 
What is the birth name of Adele?,Quelle est la naissance prénom de Adele? 
What is the population of Cairo?,Quelle est la population de Caire? 
What is the last work of Dan Brown?,Quelle est la dernier travail de Et Marron? 
Where is Sungkyunkwan University?,Où est Sungkyunkwan Université? 
Who is the author of the interpretation of dreams?,Qui est la auteur de la interprétation de rêves? 
When was the death  of  Shakespeare?,Quand était la décès de Shakespeare? 
Where is the origin of Carolina reaper?,Où est la origine de Carolina moissonneuse? 
Which species does an elephant belong?,Lequel espèce Est-ce que un l'éléphant appartenir? 
With how many countries Iran has borders?,Avec Comment beaucoup des pays Iran a les frontières? 
how big is the total area of North Rhine- Westphalia?,Comment gros est la total région de Nord Rhin- Westphalie? 
What is Donald Trump's main business?,Quelle est Donald Trump principale Entreprise? 
When will start the final match of the football world cup 2018?,Quand volonté début la final rencontre de la Football monde Coupe 2018? 
how much is the population  Iraq?,Comment beaucoup est la population Irak? 
how much is the population densty rank of germany?,Comment beaucoup est la population densité rang de Allemagne? 
Who are the writers of the Wall album of Pink Floyd?,Qui sont la écrivains de la mur album de Rose Floyd? 
Which holidays are celebrated around the world? test2,Quelles fêtes sont célébrées autour du monde?
