input_lang,output_lang
Does Abraham Lincoln's death place have a website?,"Faz Abraão Lincoln's morte Lugar, colocar ter uma local na rede Internet? "
Did Elvis Presley have children?,fez Elvis Presley ter crianças? 
Is Michelle Obama the wife of Barack Obama?,É Michelle Obama a esposa do Barack Obama? 
In which city does Sylvester Stallone live?,Dentro qual cidade faz Sylvester Stallone viver? 
Which books by Kerouac were published by Viking Press?,Qual livros de Kerouac estavam Publicados de Viking Pressione? 
Who wrote the song Hotel California?,Quem escrevi a canção Hotel Califórnia? 
What is the capital of Canada?,o que é a capital do Canadá? 
Who is the mayor of Tel Aviv?,Quem é a prefeito do Tel Aviv? 
What form of government does Russia have?,o que Formato do governo faz Rússia ter? 
Show me the book that Muhammad Ali wrote.,exposição mim a livro aquele Maomé Mas escrevi. 
Who was the first to climb Mount Everest?,Quem estava a primeiro para escalar Monte Everest? 
How many languages are spoken in Colombia?,Como muitos línguas estamos falada dentro Colômbia? 
What is the currency of the Czech Republic?,o que é a moeda do a Checo República? 
Where in France is sparkling wine produced?,Onde dentro França é espumante vinho produzido? 
When did Boris Becker end his active career?,Quando fez Boris Becker fim dele ativo carreira? 
Which movies starring Mickey Rourke were directed by Guy Ritchie?,Qual filmes estrelando Mickey Rourke estavam dirigido de Cara Ritchie? 
In which films did Julia Roberts as well as Richard Gere play?,Dentro qual filmes fez Julia Roberts Como bem Como Richard Gere Toque? 
Show me Hemingway's autobiography.,exposição mim De Hemingway autobiografia. 
How tall is Amazon Eve?,Como alta é Amazon Véspera? 
What are the five boroughs of New York?,o que estamos a cinco bairros do Novo Iorque? 
Give me all Canadian Grunge record labels.,Dar mim todos canadense Grunge registro rótulos. 
In which country does the Ganges start?,Dentro qual país faz a Ganges começar? 
Who is the founder of Penguin Books?,Quem é a fundador do Pinguim Livros? 
Who wrote the Game of Thrones theme?,Quem escrevi a jogos do Tronos tema? 
Who is the president of Eritrea?,Quem é a Presidente do Eritreia? 
In which city did John F. Kennedy die?,Dentro qual cidade fez John F. Kennedy o? 
What is the highest mountain in Australia?,o que é a maior montanha dentro Austrália? 
Who writes the Farmers' Almanac?,Quem escreve a Agricultores' Almanaque? 
Give me the currency of China.,Dar mim a moeda do China. 
Give me all Swedish oceanographers.,Dar mim todos sueco oceanógrafos. 
In which city are the headquarters of the United Nations?,Dentro qual cidade estamos a quartel general do a Unidos Nações? 
Is Rita Wilson the wife of Tom Hanks?,É Rita Wilson a esposa do Tom Hanks? 
In which countries do people speak Japanese?,Dentro qual paises Faz pessoas falar Japonês? 
Which of Tim Burton's films had the highest budget?,Qual do Tim Burton's filmes teve a maior despesas? 
Which museum in New York has the most visitors?,Qual museu dentro Novo Iorque tem a a maioria visitantes? 
What was the first Queen album?,o que estava a primeiro Rainha álbum? 
What was the first name of the band Queens of the Stone Age?,o que estava a primeiro nome do a banda Rainhas do a Pedra Era? 
What was the last movie with Alec Guinness?,o que estava a último filme com Alec Guinness? 
Give me all actors starring in Last Action Hero.,Dar mim todos atores estrelando dentro Último Açao Herói. 
Who discovered Pluto?,Quem descoberto Plutão? 
