input_lang,output_lang
Which subsidiary of TUI Travel serves both Glasgow and Dublin?,چه شرکت های تابعی از تی.یو.آی. تراول به هر دوی گلاسگو و دوبلین سرویس دارند؟
How many airlines are members of the Star Alliance?,چه تعداد خطوط هوایی عضو استار الاینس هستند؟
Give me all spacecrafts that flew to Mars.,تمام فضاپیماهایی که به مریخ پرواز کردند را لیست کن.
Which musician wrote the most books?,کدام موسیقیدان بیشترین کتاب را نوشت؟
Show me everyone who was born on Halloween.,تمام افرادی که در هالووین متولد شدند را لیست کن.
Give me all Swiss non-profit organizations.,تمام سازمان های ناسودبر سویسی را لیست کن.
In which country is Mecca located?,مکه در کدام کشور واقع شده است؟
What is the net income of Apple?,سود خالص اپل چقدر است؟
What does the abbreviation FIFA stand for?,فیفا مخفف چیست؟
When did the Ming dynasty dissolve?,سلسله مینگ کی منحل شد؟
Which museum in New York has the most visitors?,کدام موزه در نیویورک بیشترین بازدید کننده را دارد؟
Is Lake Baikal bigger than the Great Bear Lake?,آیا دریاچه بایکال از دریاچه گریت بر بزرگتر است؟
Desserts from which country contain fish?,دسرهای کدام کشور شامل ماهی است؟
What is the highest mountain in Italy?,بلندترین کوه در ایتالیا چیست؟
Where did the architect of the Eiffel Tower study?,معمار برج ایفل در کجا تحصیل کرد؟
Which Greek parties are pro-European?,کدام احزاب یونانی پرو-یوروپین هستند؟
What is the height difference between Mount Everest and K2?,اختلاف ارتفاع بین کوه اورست و کی2 چقدر است؟
Who is the mayor of Rotterdam?,چه کسی شهردار رتردام است؟
In which city were the parents of Che Guevara born?,والدین چه گوارا در کدام شهر متولد شدند؟
How high is the lighthouse in Colombo?,فانوس دریایی کولومبو چقدر بلند است؟
Are Taiko a kind of Japanese musical instruments?,آیا تایکو یک نوع ابزار موسیقی ژاپنی است؟
How many ethnic groups live in Slovenia?,چند گروه نژادی در اسلوونی زندگی می کنند؟
List the seven kings of Rome.,هفت پادشاه رم را لیست کن.
Who were the parents of Queen Victoria?,چه کسانی والدین ملکه ویکتوریا بودند؟
Who is the heaviest player of the Chicago Bulls?,چه کسی سنگین ترین بازیکن شیکاگو بولز است؟
Which volcanos in Japan erupted since 2000?,چه آتش فشان هایی در ژاپن از سال 2000 به بعد فوران کردند؟
Who is the tallest basketball player?,چه کسی بلندترین بازیکن بسکتبال است؟
Who is the host of the BBC Wildlife Specials?,مجری مجموعه حیات وحش بی.بی.سی چه کسی است؟
In what city is the Heineken brewery?,آبجوسازی هینکن در کدام شهر قرار دارد؟
When did Operation Overlord commence?,نبرد خان بزرگ کی شروع شد؟
Who developed Slack?,اسلک را چه کسی توسعه داد؟
How many seats does the home stadium of FC Porto have?,ورزشگاه باشگاه پورتو چند صندلی دارد؟
Who discovered Ceres?,سرس را چه کسی کشف کرد؟
What is the largest country in the world?,بزرگترین کشور در دنیا کدام است؟
Who is the mayor of Paris?,شهردار پاریس کیست؟
Who is the coach of Ankara's ice hockey team?,سرمربی تیم هاکی آنکارا کیست؟
How much did the Lego Movie cost?,فیلم لگو چقدر هزینه داشت؟
How many people live in Poland?,چند نفر در لهستان زندگی می کنند؟
Who created Family Guy?,چه کسی مرد خانواده را ساخته است؟
Who wrote the song Hotel California?,چه کسی آهنگ هتل کالیفرنیا را نوشت؟
What is in a chocolate chip cookie?,چه چیزهایی در یک کیک شکلاتی هست؟
Does Neymar play for Real Madrid?,آیا نیمار برای رئال مادرید بازی می کند؟
Which computer scientist won an oscar?,کدام دانشمند کامپیوتر اسکار برده است؟
Who played Gus Fring in Breaking Bad?,چه کسی گوستاوو فرینگ را در بریکینگ بد بازی کرد؟
In which ancient empire could you pay with cocoa beans?,در کدام امپراتوری باستانی می توان با دانه های کاکائو داد و ستد کرد؟
Which electronics companies were founded in Beijing?,چه شرکت های الکترونیکی در پکن تأسیس شدند؟
What is the capital of Cameroon?,پایتخت کامرون کجاست؟
What is Batman's real name?,نام واقعی بتمن چیست؟
What form of government does Russia have?,روسیه چه نوع حکومتی دارد؟
Which Indian company has the most employees?,کدام شرکت هندی بیشترین تعداد کارمند را دارد؟
What color expresses loyalty?,چه رنگی وفاداری را بیان می کند؟
Who is the president of Eritrea?,رئیس جمهور اریتره کیست؟
Which films did Stanley Kubrick direct?,چه فیلم هایی را استنلی کوبریک کارگردانی کرده است؟
Who composed the soundtrack for Cameron's Titanic?,چه کسی موسیقی متن تایتانیک کامرون را نوشته است؟
In which time zone is Rome?,رم در چه ناحیه زمانی قرار دارد؟
Who are the developers of DBpedia?,چه کسانی توسعه دهندگان دی.بی.پدیا هستند؟
Who is the king of the Netherlands?,پادشاه هلند کیست؟
In which city did Nikos Kazantzakis die?,نیکوس کازانتزاکیس در کدام کشور مرد؟
Give me a list of all critically endangered birds.,لیستی از پرندگان روبه انقراض را بده.
Which companies produce hovercrafts?,چه شرکت هایی هواناو تولید می کنند؟
Did Elvis Presley have children?,آیا الویس پرسلی فرزند دارد؟
In which city was the president of Montenegro born?,رئیس جمهور مونتنگرو در کدام شهر متولد شد؟
Which country was Bill Gates born in?,بیل گیت در کدام کشور متولد آمد؟
In which countries do people speak Japanese?,در چه کشورهایی مردم ژاپنی صحبت می کنند؟
What was the first Queen album?,اولین آلبوم کوئین چه بود؟
What country is Sitecore from?,سایتکور در کدام کشور تأسیس شد؟
Whom did Lance Bass marry?,لنس بس با چه کسی ازدواج کرده است؟
Who was Vincent van Gogh inspired by?,ونسان ون گوگ از چه کسی الهام گرفته است؟
Who wrote the Game of Thrones theme?,طرح بازی تاج و تخت را چه کسی نوشت؟
When did Boris Becker end his active career?,بوریس بکر کی به فعالیت هنری اش خاتمه داد؟
To which party does the mayor of Paris belong?,شهردار پاریس عضو چه حزبی است؟
Who was the doctoral supervisor of Albert Einstein?,چه کسی استاد راهنمای دکترای آلبرت اینشتین بود؟
In which city does Sylvester Stallone live?,سیلوستر استالونه در کدام شهر زندگی می کند؟
Who is the son of Sonny and Cher?,پسر سونی و چر چه کسی بود؟
In which city are the headquarters of the United Nations?,مقر سازمان ملل در کدام شهر قرار دارد؟
Show me Hemingway's autobiography.,خود زندگی نامه همینگوی را بده.
Did Kaurismäki ever win the Grand Prix at Cannes?,آیا کوریسماکی تا بحال جایزه بزرگ  جشنواره کن را برده است؟
Where is Syngman Rhee buried?,ایسونگمن ری گجا دفن شده است؟
Show me all books in Asimov's Foundation series.,مجموعه کتاب های آسیموف چند کتاب دارد؟
What is the biggest stadium in Spain?,بزرگترین استادیوم در اسپانیا کدام است؟
What are the five boroughs of New York?,پنج منطقه نیویورک کدام است؟
When did princess Diana die?,شاهزاده دیانا کی فوت کرد؟
Are there any castles in the United States?,
Can you find frescoes in Crete?,
Do Urdu and Persian have a common root?,
Does the Ford Motor Company have a manufacturing plant in Malaysia?,
How many years was the Ford Model T manufactured?,
Give me all gangsters from the prohibition era.,
Give me all Seven Wonders of the Ancient World.,
Give me all chemical elements.,
How many rivers and lakes are in South Carolina?,
How many states are in Mexico?,
How many theories did Albert Einstein come up with?,
Is horse racing a sport?,
Is Pluto really a planet?,
Was Sigmund Freud married?,
What form of government is found in South Africa?,
What is the largest state in the United States?,
What is the longest river in the world?,
Which building after the Burj Khalifa has the most floors?,
What is the wavelength of indigo?,
What was the name of the famous battle in 1836 in San Antonio?,
What were the names of the three ships used by Columbus?,
When did Muhammad die?,
When was the De Beers company founded?,
When was John Adams born?,
Which American presidents were in office during the Vietnam War?,
Which city has the oldest running metro?,
Which holidays are celebrated around the world?,
Who assassinated President McKinley?,
Who discovered Pluto?,
Who killed Caesar?,
Who was buried in the Great Pyramid of Giza?,
Who was the first King of England?,
What was the final result of the War of the Roses?,
Who writes the Farmers' Almanac?,
How big is the earth's diameter?,
How many people live in Eurasia?,
Give me the runtime of Toy Story.,
What was the first name of the band Queens of the Stone Age?,
Give me the birth place of Frank Sinatra.,
Which university did Angela Merkel attend?,
List all boardgames by GMT.,همه بازی های تخته ای GMT را لیست کن
Who developed Skype?,توسعه دهنده اسکایپ کیست؟
Which people were born in Heraklion?,چه کسایی در هراکلیون به دنیا آمده اند؟
In which U.S. state is Area 51 located?,ناحیه ۵۱ در کدام ایالت آمریکا قرار دارد؟
Who is the mayor of New York City?,شهردار شهر نیویورک کیست؟  
Which countries have places with more than two caves?, چه کشورهایی مکان هایی با بیش از دو غار دارند؟
Where did Abraham Lincoln die?,آبراهام لینکلن در کجا فوت کرد؟
Which airports does Air China serve?, ایر چاینا را چه فرودگاه هایی ارائه می دهند؟  
Give me all actors starring in movies directed by and starring William Shatner., همه بازیگرانی که در فیلم هایی که ویلیام شاتنر در آن بازی و کارگردانی کرده بازی کرده اند را لیست کن  .
What are the official languages of the Philippines?,زبان های رسمی فیلیپین کدام هستند؟
Give me all Danish films.,همه فیلم های دانمارکی را لیست کن.
Which movies starring Brad Pitt were directed by Guy Ritchie?,چه فیلم هایی که بردپیت بازی کرده توسط گای ریچی کارگردانی شده اند؟
Give me the grandchildren of Bruce Lee.,نوه های بروس لی را لیست کن.
Which other weapons did the designer of the Uzi develop?,طراحان یوزی چه اسلحه های دیگری را توسعه داده اند؟
Who is the owner of Universal Studios?,صاحب یونیورسال استودیوز کیست؟
Which state of the USA has the highest population density?,کدام ایالت آمریکا بیشترین تراکم جمعیت را داد؟
Which monarchs were married to a German?,کدام پادشاهان با یک آلمانی ازدواج کردند؟
Which organizations were founded in 1950?,کدام سازمان ها در سال ۱۹۵۰ تاسیس شده اند؟
Who created the comic Captain America?,چه کسی داستان مصور کاپیتان آمریکا را خلق کرد؟ 
Give me the Apollo 14 astronauts.,  فضانوردان  14  آپولو  این  من  دادن
Who wrote the book The pillars of the Earth?,چه کسی کتاب قطب های زمین را نوشته است؟
Which state of the United States of America has the highest density?,کدام ایالت آمریکا بیشترین تراکم را دارد؟
Which spaceflights were launched from Baikonur?,کدام پرواز فضایی از بایکونور پرتاب شده اند؟
Give me a list of all trumpet players that were bandleaders.,لیست همه نوازنده های ترومپت که رهبر گروه بودند را به من بده.
Which U.S. states are in the same timezone as Utah?,کدام ایالات آمریکا منطقه زمانی مشابه یوتا دارند؟
Which U.S. states possess gold minerals?,کدام ایالات آمریکا مالک مواد معدنی طلا هستند؟
Who is the daughter of Ingrid Bergman married to?,چه کسی با دختر انگرید برگمن ازدواج کرد؟
How deep is Lake Placid?,عمق دریاچه پالاسید جقدر است؟
Show me all museums in London.,تمام موزه های لندن را لیست کن.
Show me all basketball players that are higher than 2 meters.,تمام بازیکنان بسکتبال که بلندتر از 2 متر هستند را لیست کن.
What movies does Jesse Eisenberg play in?,جسی آیزنبرگ در چه فیلم هایی بازی کرده است؟
What kind of music did Lou Reed play?,لو رید چه نوع موسیقی می نواخت؟
Where do the Red Sox play?,رد ساکس در کجا بازی می کند؟
How many movies did Park Chan-wook direct?,پارک چان-ووک چه تعداد فیلم را کارگردانی کرده است؟
Which movies star both Liz Taylor and Richard Burton?,لیز تیلور و ریچارد برتون در چه فیلم هایی هم بازی بوده اند؟
Which writers studied in Istanbul?,چه نویسندگانی در استانبول تحصیل کردند؟
What other books have been written by the author of The Fault in Our Stars?,چه کتاب های دیگری توسط نویسنده گسل در ستاره های ما نوشته شده اند؟
For which label did Elvis record his first album?,  آلبوم  اولین  خود  رکورد  الویس  انجام داد  برچسب  که  برای
Is Christian Bale starring in Batman Begins?,  شروع می شود؟  بتمن  که در  بازیگران  بیل  مسیحی  است
Which holidays are celebrated around the world?,چه تعطیلاتی در جهان جشن گرفته میشود؟
What is the smallest city by area in Germany?,کم مساحتترین شهر آلمان کدام است؟
List all episodes of the first season of the HBO television series The Sopranos!,همه قسمت های فصل اول سریال سوپرانو شبکه HBO را لیست کن.
Does the new Battlestar Galactica series have more episodes than the old one?,  یکی؟  قدیمی  این  از  قسمت ها  بیشتر  دارند  سلسله  گالاکتیکا  Battlestar  جدید  این  میکند
Who played Agent Smith in Matrix?,چه کسی مامور اسمیت را در ماتریکس بازی کرد؟
In which U.S. state is Fort Knox located?,  واقع شده؟  ناکس  فورت  است  حالت  ایالات متحده  که  که در
Give me all cities in New Jersey with more than 100000 inhabitants.,  لیست تمام شهرهای نیو جرسی که جمعیت آنها بیش از ۱۰۰هزار نفر است.
Give me all B-sides of the Ramones.,تمام پشت صفحه های رامونز را لیست کن.
What is the largest city in america?,  آمریكا  که در  شهر  بزرگترین  این  است  چی
Is Cola a beverage?,آیا کولا یک نوشیدنی است؟ 
What is the alma mater of the chancellor of Germany Angela Merkel?,  مرکل؟  آنجلا  آلمان  از  صدراعظم  این  از  مادر  alma  این  است  چی
Who wrote the book Les Piliers de la terre?,چه کسی کتاب قطب های زمین را نوشته است؟
Where is the birthplace of Goethe?,  گوته  از  زادگاه  این  است  جایی که
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,آیا بحران موشک های کوبایی قبل از عملیات خلیج خوک ها بوده؟
Who created Wikipedia?,چه کسی ویکیپدیا را ساخته است؟
What is the highest mountain in Saxony Germany?,بلندترین کوه در ساکسونی آلمان کجاست؟
Who is the current federal minister of finance in Germany?,  آلمان؟  که در  دارایی، مالیه، سرمایه گذاری  از  وزیر  فدرال  جاری  این  است  که
In which country is Mecca located?,مکه در کدام کشور قرار گرفته است؟
In which country does the Nile start?,نیل در کدام کشور شروع می شود؟
In which state Penn State University is located?,  واقع شده؟  است  دانشگاه  دولت  پن  حالت  که  که در
How large is the area of UK?,  انگلستان؟  از  حوزه  این  است  بزرگ  چطور
Are tree frogs a type of amphibian?,آیا قورباغه های درختی نوعی از دوزیستان هستند؟
how much is the elevation of Düsseldorf Airport ?,  ؟  فرودگاه  دوسلدورف  از  ارتفاع  این  است  خیلی  چطور
How much is the population of mexico city ?,  ؟  شهر  مکزیکو  از  جمعیت  این  است  خیلی  چطور
when was the founding date of french fifth republic?,زمان تاسیس جمهوری پنجم فرانسه کی بود؟
Who is the editor of Forbes?,سردبیر فوربس کیست؟
Which awards did Douglas Hofstadter win?,داگلاس هوفستادتر چه جایزه هایی برد؟
Which river does the Brooklyn Bridge cross?,پل بروکلین از کدام رود عبور می کند؟
When was the last episode of the TV series Friends aired?,آخرین قسمت سریال دوستان کی پخش شد؟
Is the wife of president Obama called Michelle?,آیا نام همسر رییس جمهور اوباما میشل است؟
Who is 8th president of US?,  ایالات متحده؟  از  رئيس جمهور  هشتم  است  که
how much is the total population of  european union?,حمعیت کل اتحادیه اروپا چقدر است؟
Give me all launch pads operated by NASA.,نداد  نم  همه  یزادنا هار  دپ  دنک یم راک  طسوت  اسان  
What is the birth name of Adele?,نام تولد آدل چیست؟
What is the population of Cairo?,جمعیت کایرو چند است؟
Is Frank Herbert still alive?,آیا فرانک هربرت هنوز زنده است؟  
What is the last work of Dan Brown?,آخرین کار دان براون چیست؟
Where is Sungkyunkwan University?,  دانشگاه  Sungkyunkwan  است  جایی که
Who is the author of the interpretation of dreams?,  رویاها  از  تفسیر  این  از  نویسنده  این  است  که
When was the death  of  Shakespeare?,  شکسپیر؟  از  مرگ  این  بود  چه زمانی
Where is the origin of Carolina reaper?,  درو باز؟  کارولینا  از  اصل و نسب  این  است  جایی که
Was the wife of president Lincoln called Mary?,آیا نام همسر رئيس جمهور لینکلن ماری بود؟
In which programming language is GIMP written?,GIMP به چه زبان برنامه نویسی نوشته شده است؟
Who was the wife of U.S. president Lincoln?,همسر رئیس جمهور آمریکا لینکلن که بود؟
Which species does an elephant belong?,  تعلق داشتن؟  فیل  یک  میکند  گونه ها  کدام
How many people live in the capital of Australia?,چه تعداد انسان در پایتخت استرالیا زندگی می کنند؟
With how many countries Iran has borders?,  مرز ها؟  دارای  ایران  کشورها  بسیاری  چطور  با
Who was the successor of John F. Kennedy?,جانشین جان اف کندی که بود؟
Did Arnold Schwarzenegger attend a university?,ایآ  دلونرآ  رگنزتراوش  ندرك هعجارم  a  ؟هاگشناد  
Does the Isar flow into a lake?,آیا ایسار در یک رودخانه افتاد؟
Who was John F. Kennedy's vice president?,معاون جان اف کندی که بود؟
Which country does the creator of Miffy come from?,خالق Miffy اهل چه کشوری است؟
List the children of Margaret Thatcher.,بچه های مارگارت تاچر را لیست کن.
From which region is the Melon de Bourgogne?,خربزه بورگوندی از چه منطقه ای است؟
how big is the total area of North Rhine- Westphalia?,  وستفالن؟  راین-  شمال  از  حوزه  جمع  این  است  بزرگ  چطور
Which city has the most inhabitants?,کدام شهر بیشترین ساکن را دارد؟
What is Donald Trump's main business?,  کسب و کار؟  اصلی  Trump است  دونالد  است  چی
When will start the final match of the football world cup 2018?,  2018؟  فنجان  جهان  فوتبال  این  از  همخوانی داشتن  نهایی  این  شروع کن  اراده  چه زمانی
how much is the population  Iraq?,  عراق؟  جمعیت  این  است  خیلی  چطور
How many inhabitants does the largest city in Canada have?,بزرگترین شهر کانادا چه تعداد ساکن دارد؟
Who is the mayor of the capital of French Polynesia?,شهردار پایتخت پلی نزی فرانسه کیست؟
How tall is Claudia Schiffer?,قد کلودیا شیفر چقدر است؟
how much is the population densty rank of germany?,  آلمان؟  از  رتبه بندی  چگالی  جمعیت  این  است  خیلی  چطور
What is the highest mountain in Italy?,یچ  تسا  نیا  نیرتالاب  هوک  رد هک  ؟ایلاتیا  
List all games by GMT.,تسرهف  همه  اه یزاب  طسوت  TMG  
What is the official language of Suriname?,یچ  تسا  نیا  یمسر  نابز  زا  ؟مانیروس  
In which country is the Limerick Lake?,رد هک  هک  روشک  تسا  نیا  کیرمیال  هچایرد  
Give me all video games published by Mean Hamster Software.,نداد  نم  همه  وئدیو  اه یزاب  هدش رشتنم  طسوت  نتشاد روظنم  رتسماه  .رازفا مرن  
Who are the writers of the Wall album of Pink Floyd?,  فلوید؟  رنگ صورتی  از  آلبوم  دیوار  این  از  نویسندگان  این  هستند  که
Who is the mayor of Rotterdam?,  روتردام؟  از  شهردار  این  است  که
What is the largest city in Australia?,  استرالیا؟  که در  شهر  بزرگترین  این  است  چی
Who was married to president Chirac?,  شیراک؟  رئيس جمهور  به  متاهل  بود  که
How high is the Yokohama Marine Tower?,  برج؟  دریایی  یوکوهاما  این  است  بالا  چطور
Did Che Guevara have children?,  فرزندان؟  دارند  گوارا  که  آیا
Is Christian Bale starring in Velvet Goldmine?,  معدن طلا؟  مخملی  که در  بازیگران  بیل  مسیحی  است
Was Natalie Portman born in the United States?,  ایالت ها؟  یونایتد  این  که در  بدنیا آمدن  پورتمن  ناتالی  بود
How many pages does War and Peace have?,  دارند؟  صلح  و  جنگ  میکند  صفحات  بسیاری  چطور
Who is the oldest child of Meryl Streep?,  استریپ؟  مریل  از  کودک  قدیمی ترین  این  است  که
Which television shows were created by Walt Disney?,  دیزنی؟  والت  توسط  ایجاد شده  بود  نشان می دهد  تلویزیون  کدام
What does IYCM stand for?,  برای؟  ایستادن  چشمان شما  میکند  چی
Was U.S. president Jackson involved in a war?,  جنگ  a  که در  گرفتار  جکسون  رئيس جمهور  ایالات متحده  بود
When was the Titanic completed?,  تکمیل شده  تایتانیک  این  بود  چه زمانی
Did Tesla win a nobel prize in physics?,  فیزیک؟  که در  جایزه  نوبل  a  پیروزی  تسلا  آیا
Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,  جایزه؟  صلح  نوبل  این  و  پروژه  منهتن  این  برای  شناخته شده  است  دانشمند  کدام
Who composed the music for Harold and Maude?,  ماد؟  و  هارولد  برای  موسیقی  این  تشکیل شده  که
List all episodes of the first season of the HBO television series The Sopranos.,  سوپرانو  این  سلسله  تلویزیون  HBO  این  از  فصل  اولین  این  از  قسمت ها  همه  فهرست
Who wrote the book The Pillars of the Earth?,  زمین؟  این  از  ستون ها  این  کتاب  این  نوشت  که
Do Prince Harry and Prince William have the same parents?,  والدین؟  یکسان  این  دارند  ویلیام  شاهزاده  و  هری  شاهزاده  انجام دادن
Does Breaking Bad have more episodes than Game of Thrones?,  پادشاهان  از  بازی  از  قسمت ها  بیشتر  دارند  بد  شکستن  میکند
Is proinsulin a protein?,  پروتئین  a  پروینسولین  است
Is Lake Baikal bigger than the Great Bear Lake?,  دریاچه  خرس  عالی  این  از  بزرگتر  باکال  دریاچه  است
Where was Bach born?,  بدنیا آمدن؟  باچ  بود  جایی که
Who designed the Brooklyn Bridge?,  پل  بروکلین  این  طراحی شده  که
"What is the total population of Melbourne, Florida?",  فلوریدا؟  ملبورن  از  جمعیت  جمع  این  است  چی
What country is Mount Everest in?,  که در؟  اورست  کوه  است  کشور  چی
What is the bridge with the longest span?,  طول؟  طولانی ترین  این  با  پل  این  است  چی
Is there a video game called Battle Chess?,  شطرنج؟  نبرد  به نام  بازی  ویدئو  a  آنجا  است
Did Socrates influence Aristotle?,  ارسطو؟  نفوذ  سقراط  آیا
How tall is Michael Jordan?,  اردن؟  مایکل  است  بلند قد  چطور
In which UK city are the headquarters of the MI6?,  MI6  این  از  مرکز فرماندهی  این  هستند  شهر  انگلستان  که  که در
When did the Ming dynasty dissolve?,  حل کن  سلسله  مینگ  این  انجام داد  چه زمانی
In which military conflicts did Lawrence of Arabia participate?,  شرکت کردن؟  عربستان  از  لارنس  انجام داد  درگیری ها  نظامی  که  که در
Give me all books by William Goldman with more than 300 pages.,  صفحات  300  از  بیشتر  با  گلدمن  ویلیام  توسط  کتاب ها  همه  من  دادن
What did Bruce Carver die from?,  از جانب؟    کارور  بروس  انجام داد  چی
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,  تگل؟  برلین  و  دورتموند  هر دو  خدمت  لوفت هانزا  از  شرکت تابعه  کدام
Does Abraham Lincoln's death place have a website?,  سایت اینترنتی؟  a  دارند  محل  مرگ  لینکلن  ابراهیم  میکند
Is Michelle Obama the wife of Barack Obama?,  اوباما؟  باراک  از  همسر  این  اوباما  میشل  است
What is the capital of Canada?,  کانادا؟  از  سرمایه، پایتخت  این  است  چی
Who is the mayor of Tel Aviv?,  آویو؟  تلفن  از  شهردار  این  است  که
Show me the book that Muhammad Ali wrote.,  نوشت.  اما  محمد  آن  کتاب  این  من  نمایش
Who was the first to climb Mount Everest?,  اورست؟  کوه  بالا رفتن  به  اولین  این  بود  که
What is the currency of the Czech Republic?,  جمهوری  کشور چک  این  از  واحد پول  این  است  چی
Where in France is sparkling wine produced?,  تولید شده؟  شراب  درخشان  است  فرانسه  که در  جایی که
Give me all Canadian Grunge record labels.,  برچسب ها.  رکورد  گرانج  کانادایی  همه  من  دادن
In which country does the Ganges start?,  شروع کن  گنگ  این  میکند  کشور  که  که در
Who is the founder of Penguin Books?,  کتاب ها؟  پنگوئن  از  موسس  این  است  که
In which city did John F. Kennedy die?,  است؟  کندی  F.  جان  انجام داد  شهر  که  که در
What is the highest mountain in Australia?,  استرالیا؟  که در  کوه  بالاترین  این  است  چی
Give me the currency of China.,  چين  از  واحد پول  این  من  دادن
Give me all Swedish oceanographers.,  اقیانوس شناسان  سوئدی  همه  من  دادن
Is Rita Wilson the wife of Tom Hanks?,  هانکس؟  تام  از  همسر  این  ویلسون  ریتا  است
Which of Tim Burton's films had the highest budget?,  بودجه؟  بالاترین  این  داشته است  فیلم های  بورتون  تیم  از  کدام
Give me all actors starring in Last Action Hero.,  قهرمان  عمل  آخر  که در  بازیگران  بازیگران  همه  من  دادن
