input_lang,output_lang
How many employees does Google have?, गूगल के कितने कर्मचारी हैं?
Give me all actors who were born in Berlin.,मुझे बर्लिन में पैदा हुए सभी कलाकारों को दो।
Who created Goofy?,गूफी किसने बनाया?
Which music albums contain the song Last Christmas?,कौन से संगीत एल्बम में अंतिम क्रिसमस गीत है?
When was Alberta admitted as province?,अल्बर्टा को प्रांत के रूप में कब स्वीकार किया गया था?
How many missions does the Soyuz programme have?,सोयुज़ कार्यक्रम में कितने मिशन हैं?
Give me all the TV shows with Neil Patrick Harris., मुझे नील पैट्रिक हैरिस वाले सभी टीवी शो दें।
When were the Hells Angels founded?,हेल ​​एंजल्स की स्थापना कब हुई थी?
What is the net income of Apple?,ऐप्पल की कुल आय क्या है?
Give me all Swedish holidays.,मुझे सभी स्वीडिश छुट्टियों की सूची दें
In which city was the former Dutch queen Juliana buried?,पूर्व डच रानी जूलियाना को किस शहर में दफनाया गया था?
List all the musicals with music by Leonard Bernstein.,लियोनार्ड बर्नस्टीन द्वारा संगीत के साथ सभी संगीत सूचीबद्ध करें।
Give me all companies in the advertising industry.,मुझे विज्ञापन उद्योग के सभी कंपनियों के नाम दें।
What is the largest metropolitan area in Washington state?, वाशिंगटन राज्य में सबसे बड़ा महानगरीय क्षेत्र क्या है?
Who killed John Lennon?,जॉन लेनन  को किसने मारा?
Which writers studied in Istanbul?, इस्तांबुल में कौन कौन से लेखकों  ने अध्ययन किया?
Give me all Australian metalcore bands.,मुझे सभी ऑस्ट्रेलियाई मेटलकोर बैंड दें।
Which countries adopted the Euro?, किन किन देशों ने यूरो अपनाया?
Give me all types of eating disorders.,मुझे सभी प्रकार के खाने के विकार दें।
Was Marc Chagall a jew?,मार्क चगल एक यहूदी था?
What was Brazil's lowest rank in the FIFA World Ranking?,फीफा विश्व रैंकिंग में ब्राजील का सबसे कम रैंक क्या था?
How many films did Leonardo DiCaprio star in?,लियोनार्डो दी कैप्रियो की कितनी फिल्में हैं?
Was Margaret Thatcher a chemist?,मार्गरेट थैचर एक रसायनज्ञ था?
Which U.S. states are in the same time zone as Utah?, यूटा के रूप में एक ही समय क्षेत्र में कौन से अमेरिकी राज्य हैं?
Give me all books written by Danielle Steel., मुझे डेनियल स्टील द्वारा लिखी गई सभी किताबें दें।
Which country has the most official languages?, किस देश में सबसे अधिक आधिकारिक भाषाएं हैं?
What is the total amount of men and women serving in the FDNY?,एफडीएनवाई में सेवा करने वाले पुरुषों और महिलाओं की कुल राशि क्या है?
Which actor played Chewbacca?, चेवबाका के रूप में किस अभिनेता ने अभिनय किया?
Give me all libraries established earlier than 1400., मुझे 1400 से पहले स्थापित सभी पुस्तकालयों दें।
Which programming languages were influenced by Perl?,पर्ल द्वारा कौन सी प्रोग्रामिंग भाषा प्रभावित थी?
In which U.S. state is Mount McKinley located?,माउंट मैककिनले किस अमेरिकी राज्य में स्थित है?
What airlines are part of the SkyTeam alliance?,स्काईटाम गठबंधन का कौन सा एयरलाइन हिस्सा है?
Which ships were called after Benjamin Franklin?,कौन कौन से जहाजों थे बुलाया बाद बेंजामिन फ्रेंकलिन? 
Give me all Methodist politicians.,देना मुझे सब एक क्रिस्तानी पंथ नेताओं। 
What other books have been written by the author of The Fault in Our Stars?,क्या अन्य पुस्तकें है गया लिखा हुआ द्वारा  लेखक का  दोष में हमारी सितारे? 
What is the highest mountain?,क्या है  उच्चतम पर्वत? 
Which poet wrote the most books?,कौन कौन से कवि लिखा था  अधिकांश पुस्तकें? 
Which programming languages influenced Javascript?,कौन कौन से प्रोग्रामिंग भाषाओं प्रभावित जावास्क्रिप्ट? 
Which musician wrote the most books?,कौन कौन से संगीतकार लिखा था  अधिकांश पुस्तकें? 
Which films starring Clint Eastwood did he direct himself?,कौन कौन से फिल्मों अभिनीत क्लिंट ईस्टवुड किया वह प्रत्यक्ष खुद को? 
Which software has been developed by organizations founded in California?,कौन कौन से सॉफ्टवेयर है गया विकसित द्वारा संगठनों स्थापित में कैलिफोर्निया? 
Which instruments does Cat Stevens play?,कौन कौन से उपकरणों कर देता है बिल्ली स्टीवंस प्ले? 
How many airlines are members of the Star Alliance?,किस तरह अनेक विमान सेवाओं कर रहे हैं सदस्यों का  तारा संधि? 
Give me all actors called Baldwin.,देना मुझे सब अभिनेताओं बुलाया बाल्डविन। 
Who wrote The Hunger Games?,कौन लिखा था  भूख खेल? 
Where is the residence of the prime minister of Spain?,कहा पे है  रहने का स्थान का  प्रधान मंत्री का स्पेन? 
Which actor was casted in the most movies?,कौन कौन से अभिनेता था casted में  अधिकांश चलचित्र? 
Which countries have more than two official languages?,कौन कौन से देशों है अधिक से दो आधिकारिक भाषाओं? 
Which countries have more than ten caves?,कौन कौन से देशों है अधिक से दस गुफाओं? 
Show me all songs from Bruce Springsteen released between 1980 and 1990.,प्रदर्शन मुझे सब गीत से ब्रूस स्प्रिंगस्टीन रिहा के बीच 1980 तथा 1990। 
Which television shows were created by John Cleese?,कौन कौन से टेलीविजन दिखाता है थे बनाया था द्वारा जॉन Cleese? 
When did Latvia join the EU?,कब किया लातविया में शामिल होने के  अमेरिका? 
Which soccer players were born on Malta?,कौन कौन से फुटबॉल खिलाड़ियों थे उत्पन्न होने वाली पर माल्टा? 
How many politicians graduated from Columbia University?,किस तरह अनेक राजनेताओं स्नातक की उपाधि प्राप्त से कोलंबिया विश्वविद्यालय? 
Give me the birthdays of all actors of the television show Charmed.,देना मुझे  जनमदि की का सब अभिनेताओं का  टेलीविजन प्रदर्शन मन प्रसन्न कर दिया. 
Which telecommunications organizations are located in Belgium?,कौन कौन से दूरसंचार संगठनों कर रहे हैं स्थित में बेल्जियम? 
Give me a list of all lakes in Denmark.,देना मुझे ए सूची का सब झीलों में डेनमार्क। 
How many children does Eddie Murphy have?,किस तरह अनेक बच्चे कर देता है एडी मर्फी है? 
Show me all English Gothic buildings in Kent.,प्रदर्शन मुझे सब अंग्रेज़ी गोथिक इमारतों में केंट। 
Who is the manager of Real Madrid?,कौन है  प्रबंधक का असली मैड्रिड? 
In which countries can you pay using the West African CFA franc?,में कौन कौन से देशों कर सकते हैं आप वेतन का उपयोग करते हुए  पश्चिम अफ़्रीकी सीएफए फ्रैंक? 
Which holidays are celebrated around the world?,कौन कौन से छुट्टियां कर रहे हैं मशहूर चारों ओर  विश्व? 
What is the longest river?,क्या है  सबसे लंबे समय तक नदी? 
Which organizations were founded in 1930?,कौन कौन से संगठनों थे स्थापित में 1930? 
What is the birth name of Angela Merkel?,क्या है  जन्म नाम का एंजेला मार्केल? 
Who has Tom Cruise been married to?,कौन है टॉम क्रूज गया शादी हो ग सेवा मेरे? 
Which weapons did Heckler & Koch develop?,"कौन कौन से हथियार, शस्त्र किया हेकलर और कोच विकसित? "
What is the smallest city by area in Germany?,क्या है  सबसे छोटा शहर द्वारा क्षेत्र में जर्मनी? 
What is the ruling party in Lisbon?,क्या है  सत्तारूढ़ पार्टी में लिस्बन? 
How heavy is Jupiter's lightest moon?,किस तरह भारी है बृहस्पति के सबसे हल्का चांद? 
How many employees does IBM have?,किस तरह अनेक कर्मचारियों कर देता है आईबीएम है? 
What does ICRO stand for?,क्या कर देता है ICRO खड़ा के लिये? 
Give me all films produced by Hal Roach.,देना मुझे सब फिल्मों प्रस्तुत द्वारा मामला रोच। 
Which Greek parties are pro-European?,कौन कौन से यूनानी दलों कर रहे हैं समर्थक यूरोपीय? 
Give me a list of all bandleaders that play trumpet.,देना मुझे ए सूची का सब bandleaders उस प्ले तुरही। 
What is the second highest mountain on Earth?,क्या है  दूसरा उच्चतम पर्वत पर पृथ्वी? 
Is Egypts largest city also its capital?,है मिस्र के विशालतम शहर भी आईटी इस राजधानी? 
Which rockets were launched from Baikonur?,कौन कौन से रॉकेट थे का शुभारंभ किया से Baikonur? 
How many programming languages are there?,किस तरह अनेक प्रोग्रामिंग भाषाओं कर रहे हैं क्या आप वहां मौजूद हैं? 
Which Chess players died in the same place they were born in?,कौन कौन से शतरंज खिलाड़ियों मर गए में  वही जगह वे थे उत्पन्न होने वाली में? 
Who is the owner of Facebook?,कौन है  मालिक का फेसबुक? 
Give me all movies with Tom Cruise.,देना मुझे सब चलचित्र साथ में टॉम क्रूज। 
Which mountains are higher than the Nanga Parbat?,कौन कौन से पहाड़ों कर रहे हैं उच्चतर से  नंगा परबत? 
Give me all B-sides of the Ramones.,देना मुझे सब बी पक्षों का  रमोंस। 
What are the specialities of the UNC Health Care?,क्या कर रहे हैं  विशेषता का  यूएनसी स्वास्थ्य देखभाल? 
When was Olof Palme shot?,कब था ओलोफ पाल्मे शॉट? 
List the seven kings of Rome.,सूची  सात राजाओं का रोम। 
Give me all people that were born in Vienna and died in Berlin.,देना मुझे सब लोग उस थे उत्पन्न होने वाली में वियना तथा मर गए में बर्लिन। 
Is Darth Vader Luke’s father?,है डार्थ Vader ल्यूक के पिता? 
Show me all the breweries in Australia.,प्रदर्शन मुझे सब  ब्रुअरीज में ऑस्ट्रेलिया। 
Give me all films produced by Steven Spielberg with a budget of at least $80 million.,देना मुझे सब फिल्मों प्रस्तुत द्वारा स्टीवन स्पीलबर्ग साथ में ए बजट का पर कम से कम $ 80 दस लाख। 
Give me all soccer clubs in Spain.,देना मुझे सब फुटबॉल क्लब में स्पेन। 
Who produced films starring Natalie Portman?,कौन प्रस्तुत फिल्मों अभिनीत नेटली पोर्टमैन? 
Give me all breeds of the German Shepherd dog.,देना मुझे सब नस्लों का  जर्मन चरवाहा कुत्ता। 
Who is the heaviest player of the Chicago Bulls?,कौन है  भारी खिलाड़ी का  शिकागो बुल्स? 
Which languages are spoken in Estonia?,कौन कौन से भाषाओं कर रहे हैं बोली जाने में एस्टोनिया? 
What is the largest country in the world?,कौन सा देश दुनिया का सबसे बड़ा देश है?
What is the largest city in america?,अमेरिका में सबसे बड़ा शहर कौन सा है?
What is the alma mater of the chancellor of Germany Angela Merkel?,जर्मनी के चांसलर एंजेला मार्केल का अल्मा माटर क्या हैं?
Where is the birthplace of Goethe?,गेटे का जन्मस्थल कहा पे है? 
What is the highest mountain in Saxony Germany?,सैक्सोनी जर्मनी में कौन सा पहाड़ सबसे ऊंचा है?
Who is the current federal minister of finance in Germany?,कौन है  वर्तमान संघीय वित्तमंत्री जर्मनी में? 
In which state Penn State University is located?,पेन राज विद्यालय कहां स्थित है?
What is the biggest stadium in Spain?,स्पेन में सबसे बड़ा स्टेडियम कौन सा है?
How large is the area of UK?,यूके का क्षेत्र कितना बड़ा है?
Was Sigmund Freud married?,सिगमंड फ्रायड ने शादी की थी?
Are tree frogs a type of amphibian?,क्या वृक्ष मेंढक एक प्रकार की उभयचर हैं?
how much is the elevation of Düsseldorf Airport ?,डसेलडोर्फ हवाई अड्डे की ऊंचाई कितनी है?
How much is the population of mexico city ?,मेक्सिको शहर की आबादी क्या है?
when was the founding date of french fifth republic?,फ्रेंच पांचवीं गणराज्य कब स्थापित किया गया था?
Who was the first King of England?,इंग्लैंड का पहला राजा कौन था?
Is horse racing a sport?,घोड़ा दौड़ एक खेल है?
Which river does the Brooklyn Bridge cross?,कोनसी नदी को ब्रुकलिन ब्रिज पार करता है?
When was the last episode of the TV series Friends aired?,फ्रेंड्स टीवी श्रृंखला का अंतिम प्रकरण कब प्रसारित किया गया था?
Who is 8th president of US?,अमेरिका का आठवां राष्ट्रपति कौन था?
how much is the total population of  european union?,यूरोपीय संघ की आबादी क्या है?
What is the birth name of Adele?,एडेल का जन्म नाम क्या है?
What is the population of Cairo?,काहिरा की आबादी क्या है?
What is the last work of Dan Brown?,दान ब्राउन का अंतिम काम क्या था?
Where is Sungkyunkwan University?,कहा पे है Sungkyunkwan विश्वविद्यालय? 
Who is the author of the interpretation of dreams?,सपनों की व्याख्या का लेखक कौन है?
When was the death  of  Shakespeare?,शेक्सपियर का देहांत कब हुआ था?
Who developed Slack?,किसने स्लैक विकसित किया है?
Where is the origin of Carolina reaper?,कैरोलिना रीपर कहां से आया?
Which university did Angela Merkel attend?,एंजेला मार्केल किस विश्वविद्यालय में गई थे?
What is the longest river in the world?,दुनिया में कौन सी नदी सबसे लंबी है?
When was John Adams born?,जॉन आदम ने कब जन्म लिया?
Which species does an elephant belong?,हाथी किस प्रजाति से संबंधित है?
How many theories did Albert Einstein come up with?,अल्बर्ट आइंस्टीन ने कितने सिद्धांतों का प्रस्ताव दिया था?
Give me the runtime of Toy Story.,मुझे खिलौना कहानी के रनटाइम बताओ।
With how many countries Iran has borders?,ईरान के कितने सीमावर्ती देश हैं?
Which country does the creator of Miffy come from?,मिफ्फी के निर्माता किस देश से है?
how big is the total area of North Rhine- Westphalia?,उत्तर राइन वेस्टफेलिया का कुल क्षेत्रफल क्या है?
What is Donald Trump's main business?,क्या है डोनाल्ड ट्रम्प की मुख्य व्यापार? 
When will start the final match of the football world cup 2018?,फ़ुटबॉल विश्व कप 2018 का अंतिम मैच कब होगा?
how much is the population  Iraq?,इराक की आबादी क्या है?
how much is the population densty rank of germany?,जर्मनी की आबादी घनत्व क्या है?
Who are the writers of the Wall album of Pink Floyd?,पिंक फ़्लॉइड के वॉल एल्बम के लेखक कौन हैं?
What form of government is found in South Africa?,क्या प्रपत्र का सरकार है मिल गया में दक्षिण अफ्रीका? 
Give me the birth place of Frank Sinatra.,देना मुझे  जन्म जगह का फ्रैंक सिनात्रा। 
How many states are in Mexico?,किस तरह अनेक राज्यों कर रहे हैं में मेक्सिको? 
Which building after the Burj Khalifa has the most floors?,कौन कौन से इमारत बाद  बुर्ज कलीफा है  अधिकांश मंजिलों? 
What was the final result of the War of the Roses?,क्या था  अंतिम परिणाम का  युद्ध का  गुलाब? 
Do Urdu and Persian have a common root?,कर उर्दू तथा फ़ारसी है ए सामान्य जड़? 
Which city has the oldest running metro?,कौन कौन से शहर है  सबसे पुराना दौड़ना मेट्रो? 
How many people live in Eurasia?,किस तरह अनेक लोग जीना में यूरेशिया? 
Who was buried in the Great Pyramid of Giza?,कौन था दफन में  महान पिरामिड का गीज़ा? 
Does the Ford Motor Company have a manufacturing plant in Malaysia?,कर देता है  पायाब मोटर कंपनी है ए विनिर्माण पौधा में मलेशिया? 
Who writes the Farmers' Almanac?,कौन लिखते हैं  किसान पंचांग? 
What was the first name of the band Queens of the Stone Age?,क्या था  प्रथम नाम का  बैंड क्वींस का  पत्थर उम्र? 
Who discovered Pluto?,कौन की खोज की प्लूटो? 
